id,rank,question,score,manual_name,source_file,section_title,section_index,chunk_index,doc_id,image_ids,preview
37,1,请问你们的商品能提供上门安装服务吗？,0.847734,洗碗机手册,洗碗机手册.txt,洗碗机,0,63,manual_洗碗机手册_s0_c63,,财产安全的危险情况警告 触电危险
37,2,请问你们的商品能提供上门安装服务吗？,0.847474,洗碗机手册,洗碗机手册.txt,洗碗机,0,64,manual_洗碗机手册_s0_c64,,产安全的危险情况警告 触电危险
37,3,请问你们的商品能提供上门安装服务吗？,0.834351,洗碗机手册,洗碗机手册.txt,洗碗机,0,65,manual_洗碗机手册_s0_c65,,安全的危险情况警告 触电危险
37,4,请问你们的商品能提供上门安装服务吗？,0.793425,洗碗机手册,洗碗机手册.txt,洗碗机,0,61,manual_洗碗机手册_s0_c61,,命和财产安全的危险情况警告 触电危险
37,5,请问你们的商品能提供上门安装服务吗？,0.789214,洗碗机手册,洗碗机手册.txt,洗碗机,0,62,manual_洗碗机手册_s0_c62,,和财产安全的危险情况警告 触电危险
38,1,请问你们的商品能提供试用装吗？,0.940735,洗碗机手册,洗碗机手册.txt,洗碗机,0,66,manual_洗碗机手册_s0_c66,,全的危险情况警告 触电危险
38,2,请问你们的商品能提供试用装吗？,0.927339,洗碗机手册,洗碗机手册.txt,洗碗机,0,67,manual_洗碗机手册_s0_c67,,的危险情况警告 触电危险
38,3,请问你们的商品能提供试用装吗？,0.752756,冰箱手册,冰箱手册.txt,电源插头可触及性,63,0,manual_冰箱手册_s63_c0,,# 电源插头可触及性 冰箱冰柜的电源插头应放置在紧急情况下可快速断开的易触及位置。
38,4,请问你们的商品能提供试用装吗？,0.734196,洗碗机手册,洗碗机手册.txt,洗碗机,0,70,manual_洗碗机手册_s0_c70,,情况警告 触电危险
38,5,请问你们的商品能提供试用装吗？,0.733557,洗碗机手册,洗碗机手册.txt,洗碗机,0,69,manual_洗碗机手册_s0_c69,,险情况警告 触电危险
39,1,我购买的商品，使用一段时间后出现质量问题，还能售后吗？,0.651294,发电机手册,发电机手册.txt,AE00471 油箱滤网,49,0,manual_发电机手册_s49_c0,,# AE00471 油箱滤网 1. 打开油箱盖，取出滤网。 ① 滤网 2. 用溶剂清洁滤网，如有损坏请更换。 3. 擦拭干净后装回滤网。
39,2,我购买的商品，使用一段时间后出现质量问题，还能售后吗？,0.648834,功能键盘手册,功能键盘手册.txt,支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后，,18,0,manual_功能键盘手册_s18_c0,,# 支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后， 衷心感谢您购买并支持我们的产品。
39,3,我购买的商品，使用一段时间后出现质量问题，还能售后吗？,0.646565,相机手册,相机手册.txt,■ 存放 充满电长时间存放可能影响性能。,54,0,manual_相机手册_s54_c0,,# ■ 存放 充满电长时间存放可能影响性能。 存放前请将电量完全耗尽。 相机长时间不使用时，请取出电池，存放在干燥、温度+15℃至+25℃（+59℉至+77℉）的环境中。 请勿存放在温度极端的地方。
39,4,我购买的商品，使用一段时间后出现质量问题，还能售后吗？,0.646443,冰箱手册,冰箱手册.txt,注意 请勿将螺丝刀伸入冷气出风口。,104,0,manual_冰箱手册_s104_c0,,# 注意 请勿将螺丝刀伸入冷气出风口。
39,5,我购买的商品，使用一段时间后出现质量问题，还能售后吗？,0.61915,冰箱手册,冰箱手册.txt,除臭装置 - 将一字螺丝刀插入除臭装置盖板顶部，拉出盖板取下。,103,0,manual_冰箱手册_s103_c0,Manual17_52,# 除臭装置 - 将一字螺丝刀插入除臭装置盖板顶部，拉出盖板取下。 <PIC>[Manual17_52] - 取下盖板后，拉出除臭装置即可。 - 除臭装置可使用吹风机吹干或日晒去除吸附异味后重复使用。
40,1,"我想给商品更换成更大的尺寸，能换吗？
尺寸差价怎么处理？",0.716106,洗碗机手册,洗碗机手册.txt,洗碗机,0,66,manual_洗碗机手册_s0_c66,,全的危险情况警告 触电危险
40,2,"我想给商品更换成更大的尺寸，能换吗？
尺寸差价怎么处理？",0.713614,洗碗机手册,洗碗机手册.txt,洗碗机,0,67,manual_洗碗机手册_s0_c67,,的危险情况警告 触电危险
40,3,"我想给商品更换成更大的尺寸，能换吗？
尺寸差价怎么处理？",0.67605,水泵手册,水泵手册.txt,化油器调整,27,0,manual_水泵手册_s27_c0,,# 化油器调整 化油器是发动机关键部件，调整工作应交由具备专业知识、数据和设备的经销商完成。
40,4,"我想给商品更换成更大的尺寸，能换吗？
尺寸差价怎么处理？",0.649015,洗碗机手册,洗碗机手册.txt,洗碗机,0,29,manual_洗碗机手册_s0_c29,,间的差异将在手册中注明。
40,5,"我想给商品更换成更大的尺寸，能换吗？
尺寸差价怎么处理？",0.647103,儿童电动摩托车手册,儿童电动摩托车手册.txt,电池充电 仅可由成人进行充电操作！,18,0,manual_儿童电动摩托车手册_s18_c0,,# 电池充电 仅可由成人进行充电操作！
41,1,"快递丢失了，怎么办？""，
这种情况你们会怎么赔偿？多久能解决？",0.69744,相机手册,相机手册.txt,自动对焦辅助灯 选择开启时，暗处对焦时自动对焦辅助灯会亮起辅助自动对焦。,36,0,manual_相机手册_s36_c0,,# 自动对焦辅助灯 选择开启时，暗处对焦时自动对焦辅助灯会亮起辅助自动对焦。 选项：开启/关闭 • 某些情况下，使用自动对焦辅助灯可能无法对焦。 • 拍摄主体距离较近时，自动对焦辅助灯效果可能不佳。 • 避免将自动对焦辅助灯直射拍摄对象眼睛。
41,2,"快递丢失了，怎么办？""，
这种情况你们会怎么赔偿？多久能解决？",0.686627,相机手册,相机手册.txt,■ 电池注意事项 电池不使用时电量会逐渐流失。,51,0,manual_相机手册_s51_c0,,# ■ 电池注意事项 电池不使用时电量会逐渐流失。 使用前1至2天充电。 不使用时关闭相机可延长电池寿命。 低温下电池容量下降；电量耗尽的电池在低温下可能无法工作。 请将充满电的备用电池放在温暖处，必要时更换；或将电池放在温暖处，拍摄时再装入相机。 请勿将电池直接与暖手宝或其他加热设备接触。
41,3,"快递丢失了，怎么办？""，
这种情况你们会怎么赔偿？多久能解决？",0.653932,空调手册,空调手册.txt,关闭自动重启功能,69,0,manual_空调手册_s69_c0,Manual01_25|Manual01_26,# 关闭自动重启功能 1 打开前盖板，轻轻掀起盖板两侧即可。 <PIC>[Manual01_25] * 功能会根据机型有所调整。 2 按住开 / 关键 6 秒钟，设备会发出两声蜂鸣，指示灯闪烁 6 次。 <PIC>[Manual01_26] * 功能会根据机型有所调整。 - 如需重新开启该功能，再次按住开 / 关键 6
41,4,"快递丢失了，怎么办？""，
这种情况你们会怎么赔偿？多久能解决？",0.650111,健身追踪器手册,健身追踪器手册.txt,设置闹钟 通过闹钟应用设置一次性或重复闹钟。闹钟响起时手表会震动。,43,0,manual_健身追踪器手册_s43_c0,Manual16_31,# 设置闹钟 通过闹钟应用设置一次性或重复闹钟。闹钟响起时手表会震动。 设置闹钟时，开启智能唤醒，可让手表在你设定的闹钟时间前30分钟内寻找最佳唤醒时间。它会避免在深睡眠时唤醒你，让你醒来时更感清爽。如智能唤醒未找到最佳唤醒时间，闹钟会在设定时间提醒。 如需更多信息，请参阅相关帮助文章。 闹钟响起时手表会震动。关闭闹钟
41,5,"快递丢失了，怎么办？""，
这种情况你们会怎么赔偿？多久能解决？",0.644564,空调手册,空调手册.txt,无遥控器操作空调,67,0,manual_空调手册_s67_c0,Manual01_22|Manual01_23|Manual01_24,# 无遥控器操作空调 遥控器无法使用时，可通过室内机的开 / 关键操作空调，此时风扇转速默认设为高速。 1 打开前盖板，轻轻掀起盖板两侧即可。 <PIC>[Manual01_22] * 功能会根据机型有所调整。 2 按下开 / 关键。 <PIC>[Manual01_23] * 功能会根据机型有所调整。 - 冷暖型机型的
42,1,我购买的商品，想申请退款，但是已经使用过了，能退吗？,0.78213,洗碗机手册,洗碗机手册.txt,洗碗机,0,66,manual_洗碗机手册_s0_c66,,全的危险情况警告 触电危险
42,2,我购买的商品，想申请退款，但是已经使用过了，能退吗？,0.767938,洗碗机手册,洗碗机手册.txt,洗碗机,0,67,manual_洗碗机手册_s0_c67,,的危险情况警告 触电危险
42,3,我购买的商品，想申请退款，但是已经使用过了，能退吗？,0.736384,冰箱手册,冰箱手册.txt,门体报警,80,0,manual_冰箱手册_s80_c0,,# 门体报警 冰箱门长时间打开时，报警器鸣响。
42,4,我购买的商品，想申请退款，但是已经使用过了，能退吗？,0.702533,摩托艇手册,摩托艇手册.txt,技能： 拖曳速度启动与转向。,29,0,manual_摩托艇手册_s29_c0,,# 技能： 拖曳速度启动与转向。
42,5,我购买的商品，想申请退款，但是已经使用过了，能退吗？,0.702533,摩托艇手册,摩托艇手册.txt,技能： 搭载乘客登艇及操控。,61,0,manual_摩托艇手册_s61_c0,,# 技能： 搭载乘客登艇及操控。
43,1,我购买的商品，快递送达时，我不在家，怎么办？,0.65599,空调手册,空调手册.txt,注,36,0,manual_空调手册_s36_c0,,# 注 单冷型机型不支持此功能。
43,2,我购买的商品，快递送达时，我不在家，怎么办？,0.588697,VR头显手册,VR头显手册.txt,VR设置,22,0,manual_VR头显手册_s22_c0,,# VR设置 如需配置VR设置，请前往系统功能界面，然后选择（设置） > [设备] > [VR]。 ● 仅当VR连接至主机时，这些设置才可用。 ● 长按控制器上的按键弹出快捷菜单，也可配置部分设置。 ● 有关VR设置的更多信息，请参阅主机用户指南。在功能界面中选择（设置） > （用户指南）。 系统包含家长或监护人可按需
43,3,我购买的商品，快递送达时，我不在家，怎么办？,0.566697,水泵手册,水泵手册.txt,注意,33,0,manual_水泵手册_s33_c0,,# 注意 发动机不可无滤芯运行，否则会导致活塞及气缸过度磨损。
43,4,我购买的商品，快递送达时，我不在家，怎么办？,0.553892,冰箱手册,冰箱手册.txt,冰箱不运行,114,0,manual_冰箱手册_s114_c0,,# 冰箱不运行 • 电源插头可能未插紧。重新牢固插入。 • 家中保险丝熔断或断路器跳闸。检查并/或更换保险丝，复位断路器。 • 停电。检查家中其他电器是否运行。
43,5,我购买的商品，快递送达时，我不在家，怎么办？,0.550221,洗碗机手册,洗碗机手册.txt,洗碗机,0,66,manual_洗碗机手册_s0_c66,,全的危险情况警告 触电危险
44,1,请问你们的优惠券能用于所有商品吗？,0.848359,冰箱手册,冰箱手册.txt,温度控制,73,0,manual_冰箱手册_s73_c0,,# 温度控制 冰箱配有控制装置，可调节冷藏室温度。
44,2,请问你们的优惠券能用于所有商品吗？,0.765901,洗碗机手册,洗碗机手册.txt,洗碗机,0,66,manual_洗碗机手册_s0_c66,,全的危险情况警告 触电危险
44,3,请问你们的优惠券能用于所有商品吗？,0.758497,洗碗机手册,洗碗机手册.txt,洗碗机,0,67,manual_洗碗机手册_s0_c67,,的危险情况警告 触电危险
44,4,请问你们的优惠券能用于所有商品吗？,0.692287,功能键盘手册,功能键盘手册.txt,支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后，,18,0,manual_功能键盘手册_s18_c0,,# 支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后， 衷心感谢您购买并支持我们的产品。
44,5,请问你们的优惠券能用于所有商品吗？,0.688488,空调手册,空调手册.txt,注,77,0,manual_空调手册_s77_c0,,# 注 滤网的位置和形状可能因机型不同而有所差异。
45,1,请问你们的商品能提供终身维修服务吗？,0.926605,洗碗机手册,洗碗机手册.txt,洗碗机,0,66,manual_洗碗机手册_s0_c66,,全的危险情况警告 触电危险
45,2,请问你们的商品能提供终身维修服务吗？,0.910912,洗碗机手册,洗碗机手册.txt,洗碗机,0,67,manual_洗碗机手册_s0_c67,,的危险情况警告 触电危险
45,3,请问你们的商品能提供终身维修服务吗？,0.759447,冰箱手册,冰箱手册.txt,电源插头可触及性,63,0,manual_冰箱手册_s63_c0,,# 电源插头可触及性 冰箱冰柜的电源插头应放置在紧急情况下可快速断开的易触及位置。
45,4,请问你们的商品能提供终身维修服务吗？,0.744698,冰箱手册,冰箱手册.txt,门体报警,80,0,manual_冰箱手册_s80_c0,,# 门体报警 冰箱门长时间打开时，报警器鸣响。
45,5,请问你们的商品能提供终身维修服务吗？,0.741173,洗碗机手册,洗碗机手册.txt,洗碗机,0,69,manual_洗碗机手册_s0_c69,,险情况警告 触电危险
46,1,我上个月购买的家电，使用不到一个月就出现故障，联系售后寄回维修，现在已经维修15天了，还没收到，而且我发现商品是翻新机，并非全新，要求退货退款并赔偿，请问该怎么处理？,0.764002,健身追踪器手册,健身追踪器手册.txt,了解长期睡眠行为 订阅高级版后，通过每月睡眠档案了解并改善睡眠习惯。每月至少14天佩戴健身追踪器睡觉，次月1日在健身追踪器应用中查看包含10项月度指标的睡眠分析,53,0,manual_健身追踪器手册_s53_c0,,# 了解长期睡眠行为 订阅高级版后，通过每月睡眠档案了解并改善睡眠习惯。每月至少14天佩戴健身追踪器睡觉，次月1日在健身追踪器应用中查看包含10项月度指标的睡眠分析 ，以及反映你长期睡眠行为趋势的睡眠动物。在手表上通过我的睡眠动物表盘查看专属睡眠动物。 如需更多信息，请参阅相关帮助文章。
46,2,我上个月购买的家电，使用不到一个月就出现故障，联系售后寄回维修，现在已经维修15天了，还没收到，而且我发现商品是翻新机，并非全新，要求退货退款并赔偿，请问该怎么处理？,0.721542,健身追踪器手册,健身追踪器手册.txt,通过运动应用追踪和分析运动 在健身追踪器上通过运动应用追踪特定运动，查看实时数据，包括心率、消耗卡路里、耗时和手腕上的运动后摘要。查看完整运动数据，如使用GPS,65,1,manual_健身追踪器手册_s65_c1,,点击或滑动大数值数据滚动查看实时数据。暂停运动：按下按钮或向上滑动点击暂停图标。再次按下按钮或点击继续图标恢复运动。 5. 运动结束后，向上滑动点击结束。显示运动摘要。 6. 点击继续恢复运动，点击新运动开始新运动，或点击完成关闭摘要界面。
46,3,我上个月购买的家电，使用不到一个月就出现故障，联系售后寄回维修，现在已经维修15天了，还没收到，而且我发现商品是翻新机，并非全新，要求退货退款并赔偿，请问该怎么处理？,0.717376,可编程温控器手册,可编程温控器手册.txt,程序日程 您可每天设置四个时间段，工作日和周末可设置不同参数。建议使用预设设置（如下表所示），可有效降低供暖/制冷能耗。 起床——设置起床时间及早晨离家前的所需,5,0,manual_可编程温控器手册_s5_c0,Manual36_31|thermostat_04,# 程序日程 您可每天设置四个时间段，工作日和周末可设置不同参数。建议使用预设设置（如下表所示），可有效降低供暖/制冷能耗。 起床——设置起床时间及早晨离家前的所需 温度。 离家——设置离家时间及外出时的所需温度（通常为节能温度）。 回家——设置回家时间及晚上就寝前的所需温度。 睡眠——设置就寝时间及夜间所需温度（通常
46,4,我上个月购买的家电，使用不到一个月就出现故障，联系售后寄回维修，现在已经维修15天了，还没收到，而且我发现商品是翻新机，并非全新，要求退货退款并赔偿，请问该怎么处理？,0.715609,烤箱手册,烤箱手册.txt,安装 拆箱后，请确认设备在运输过程中无损坏，烤箱门关闭正常。如有问题，请联系经销商或最近的售后服务中心。为避免损坏，仅在安装时再将烤箱从泡沫底座上取出。,2,3,manual_烤箱手册_s2_c3,Manual28_6,后重新开机，查看故障是否仍存在。• 重要提示：自清洁期间，烤箱门将锁定无法打开。等待自动解锁（参见“带高温自清洁功能烤箱的清洁程序”章节）。# 电子程序器不工作：• 若显示屏显示字母“F”加数字，请联系最近的售后服务中心，并说明字母“F”后的数字。# 售后服务 联系售后服务前：1. 借助“故障排查指南”中的建议，尝试自
46,5,我上个月购买的家电，使用不到一个月就出现故障，联系售后寄回维修，现在已经维修15天了，还没收到，而且我发现商品是翻新机，并非全新，要求退货退款并赔偿，请问该怎么处理？,0.708869,健身追踪器手册,健身追踪器手册.txt,查看数据 从时钟界面左右滑动找到今日活动卡片，显示每日活动区域分钟数、步数、卡路里、移动距离和爬楼层数。查看详情和更多数据，点击卡片打开今日应用，包括：,47,0,manual_健身追踪器手册_s47_c0,Manual16_33,# 查看数据 从时钟界面左右滑动找到今日活动卡片，显示每日活动区域分钟数、步数、卡路里、移动距离和爬楼层数。查看详情和更多数据，点击卡片打开今日应用，包括： <PIC>[Manual16_33] 重新排列数据：长按一行，然后上下拖动调整位置。向左滑动数据可隐藏。点击屏幕底部添加数据恢复隐藏项。 在健身追踪器应用中查看手
47,1,"我在你们平台批量购买了100件商品用于企业采购，收到货后发现有20件存在质量问题，15件少发，而且发票开错了抬头，需要重新开具，同时想申请质量问题商品的换货和少发商品的补寄，请问流程是什么？"",",0.795034,电钻手册,电钻手册.txt,拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需,25,0,manual_电钻手册_s25_c0,drill0_16,# 拧螺丝（图8） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。 2. 将扭矩调节环（C）转至所需位置。 注：使用使紧固件拧入所需 深度的最低扭矩设置。数字越小，扭矩输出越低。 <PIC>[drill0_16] 3. 将所需紧固件附件像钻头一样装入夹头。 4. 在废料或工件不显眼位置进行试操作，
47,2,"我在你们平台批量购买了100件商品用于企业采购，收到货后发现有20件存在质量问题，15件少发，而且发票开错了抬头，需要重新开具，同时想申请质量问题商品的换货和少发商品的补寄，请问流程是什么？"",",0.768014,电钻手册,电钻手册.txt,冲击钻孔（图9） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。将调节环（C）转至冲击钻符号。 <PIC>[drill0_17] 重要,26,0,manual_电钻手册_s26_c0,drill0_17,# 冲击钻孔（图9） 1. 使用变速拨杆选择所需速度/扭矩范围，匹配计划作业的速度和扭矩。将调节环（C）转至冲击钻符号。 <PIC>[drill0_17] 重要 ：仅使用额定冲击钻孔的硬质合金或砌体钻头。 2. 施加适当力度，防止冲击钻过度弹跳或“脱离”钻头。用力过大会导致钻孔速度变慢、过热，降低钻孔效率。 3. 垂直
47,3,"我在你们平台批量购买了100件商品用于企业采购，收到货后发现有20件存在质量问题，15件少发，而且发票开错了抬头，需要重新开具，同时想申请质量问题商品的换货和少发商品的补寄，请问流程是什么？"",",0.759776,空调手册,空调手册.txt,注,77,0,manual_空调手册_s77_c0,,# 注 滤网的位置和形状可能因机型不同而有所差异。
47,4,"我在你们平台批量购买了100件商品用于企业采购，收到货后发现有20件存在质量问题，15件少发，而且发票开错了抬头，需要重新开具，同时想申请质量问题商品的换货和少发商品的补寄，请问流程是什么？"",",0.751223,空调手册,空调手册.txt,注,74,0,manual_空调手册_s74_c0,,# 注 ・滤网的位置和形状可能因机型不同而有所差异。 ・请定期清洁室外机的热交换器盘管，盘管积垢可能会降低运行效率，增加能耗。
47,5,"我在你们平台批量购买了100件商品用于企业采购，收到货后发现有20件存在质量问题，15件少发，而且发票开错了抬头，需要重新开具，同时想申请质量问题商品的换货和少发商品的补寄，请问流程是什么？"",",0.749796,发电机手册,发电机手册.txt,识别码记录,1,0,manual_发电机手册_s1_c0,Manual18_0,# 识别码记录 请在指定位置记录您的产品识别码和序列号，以便向发电机经销商订购零配件。 同时请将这些识别码另行妥善保管，以防机器被盗。 <PIC>[Manual18_0] AE00011
48,1,我购买的食品类商品，收到后发现生产日期临近过期，而且包装破损，部分商品受潮无法食用，我要求退货退款并赔偿，同时担心食用了受潮商品影响健康，请问能提供相关保障吗？,0.76146,冰箱手册,冰箱手册.txt,确保所有食物及容器稳定存放或堆叠。,51,0,manual_冰箱手册_s51_c0,,# 确保所有食物及容器稳定存放或堆叠。 开关冰箱门时食物可能掉落伤人。
48,2,我购买的食品类商品，收到后发现生产日期临近过期，而且包装破损，部分商品受潮无法食用，我要求退货退款并赔偿，同时担心食用了受潮商品影响健康，请问能提供相关保障吗？,0.752287,冰箱手册,冰箱手册.txt,应使用专用插座。,5,0,manual_冰箱手册_s5_c0,Manual17_0,# 应使用专用插座。 • 一个插座同时使用多个设备可能引发火灾。 • 若本机连接漏电保护器，保护器可能跳闸，导致食物变质。 <PIC>[Manual17_0]
48,3,我购买的食品类商品，收到后发现生产日期临近过期，而且包装破损，部分商品受潮无法食用，我要求退货退款并赔偿，同时担心食用了受潮商品影响健康，请问能提供相关保障吗？,0.741483,冰箱手册,冰箱手册.txt,注意 • 请勿存放低温下易变质的食物，如香蕉、甜瓜。 • 热食需冷却后再存放。热食放入冰箱可能导致其他食物变质，并增加耗电量。 • 存放食物时请使用带盖容器，,91,0,manual_冰箱手册_s91_c0,,# 注意 • 请勿存放低温下易变质的食物，如香蕉、甜瓜。 • 热食需冷却后再存放。热食放入冰箱可能导致其他食物变质，并增加耗电量。 • 存放食物时请使用带盖容器， 防止水分蒸发，保持食物口感与营养。 • 请勿用食物堵塞通风口。冷空气顺畅循环可保持冰箱温度均匀。 • 请勿频繁开门。开门会使热空气进入冰箱，导致温度升高。 
48,4,我购买的食品类商品，收到后发现生产日期临近过期，而且包装破损，部分商品受潮无法食用，我要求退货退款并赔偿，同时担心食用了受潮商品影响健康，请问能提供相关保障吗？,0.730133,电钻手册,电钻手册.txt,在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险,32,0,manual_电钻手册_s32_c0,,# 在线注册 感谢您的购买。立即注册产品，享受： • 保修服务：产品出现问题时，注册可帮助您获得更高效的保修服务。 • 所有权证明：发生火灾、洪水、盗窃等保险 损失时，产品注册可作为购买凭证。 • 安全保障：注册后，如根据《联邦消费者安全法》需要发布安全通知，我们可及时联系您。 请访问www.dewalt.com/re
48,5,我购买的食品类商品，收到后发现生产日期临近过期，而且包装破损，部分商品受潮无法食用，我要求退货退款并赔偿，同时担心食用了受潮商品影响健康，请问能提供相关保障吗？,0.727802,健身单车手册,健身单车手册.txt,请遵守以下警告：阅读并理解本机上的所有警告。！仔细阅读并理解装配说明。装配产品时，请始终让旁观者和儿童远离。在得到指示前，请勿将电源连接到机器上。请勿在室外、潮,0,15,manual_健身单车手册_s0_c15,Manual14_24,底运动鞋。穿着适合运动、活动自如的衣物。# 运动频率 开始运动计划前请咨询医生。如运动中出现胸部疼痛、胸闷、呼吸急促或头晕，请立即停止运动。再次使用前请咨询医生。本机电脑计算或测量的数据仅供参考。显示屏显示的心率为近似值，仅供参考。• 每周 3 次，每次 30 分钟。• 提前安排运动计划并尽量遵守。# 座椅调节 正确的
49,1,我购买的商品包装破损，商品出现损坏，而且快递员拒绝承认是运输问题，同时我已经签收商品，请问还能申请售后吗？,0.711382,功能键盘手册,功能键盘手册.txt,支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后，,18,0,manual_功能键盘手册_s18_c0,,# 支持与服务 如您对所购产品有任何疑问或问题，请随时通过我们的售后系统联系我们。请详细说明问题并附上购买凭证。如需提出意见与建议，可发送电子邮件至设计团队。最后， 衷心感谢您购买并支持我们的产品。
49,2,我购买的商品包装破损，商品出现损坏，而且快递员拒绝承认是运输问题，同时我已经签收商品，请问还能申请售后吗？,0.69713,相机手册,相机手册.txt,■ 存放 充满电长时间存放可能影响性能。,54,0,manual_相机手册_s54_c0,,# ■ 存放 充满电长时间存放可能影响性能。 存放前请将电量完全耗尽。 相机长时间不使用时，请取出电池，存放在干燥、温度+15℃至+25℃（+59℉至+77℉）的环境中。 请勿存放在温度极端的地方。
49,3,我购买的商品包装破损，商品出现损坏，而且快递员拒绝承认是运输问题，同时我已经签收商品，请问还能申请售后吗？,0.670561,发电机手册,发电机手册.txt,AE00471 油箱滤网,49,0,manual_发电机手册_s49_c0,,# AE00471 油箱滤网 1. 打开油箱盖，取出滤网。 ① 滤网 2. 用溶剂清洁滤网，如有损坏请更换。 3. 擦拭干净后装回滤网。
49,4,我购买的商品包装破损，商品出现损坏，而且快递员拒绝承认是运输问题，同时我已经签收商品，请问还能申请售后吗？,0.669328,烤箱手册,烤箱手册.txt,佩戴防护手套。 执行以下操作前，请确保烤箱已冷却。维护前请断开电源。,3,7,manual_烤箱手册_s3_c7,,可单层或多层同时烹饪。烹饪时间从食物放入烤箱开始计算，不含预热时间（如需预热）。烹饪温度与时间仅供参考，取决于食物量及所用配件类型。建议从推荐最低值开始尝试，若未熟透再逐步调高。使用随附配件，优先选用深色金属蛋糕模及烤盘。也可使用耐热玻璃或陶瓷锅具，但烹饪时间会稍长。为获得最佳效果，按照烹饪表建议选择随附配件并放置在对
49,5,我购买的商品包装破损，商品出现损坏，而且快递员拒绝承认是运输问题，同时我已经签收商品，请问还能申请售后吗？,0.661154,冰箱手册,冰箱手册.txt,电源线更换,64,0,manual_冰箱手册_s64_c0,,# 电源线更换 若电源线损坏，必须由制造商、其售后服务人员或同等资质人员更换，以避免危险。
50,1,我购买的大家电需要上门安装，但是安装人员上门后说需要额外收取配件费，而且安装服务原本应该是免费的，同时安装人员操作不规范，导致家电出现轻微损坏，请问该怎么处理？,0.786767,空调手册,空调手册.txt,警告,8,0,manual_空调手册_s8_c0,,# 警告 ・非专业人员进行安装或维修，可能会对本人及他人造成危险。 ・安装必须符合当地建筑规范，若无当地规范，则需符合《国家电气规范》NFPA 70/ANSI C1-1003 现行版本及《加拿大电气规范》第一部分 CSA C.22.1。 ・本手册所载信息仅供熟悉安全操作流程、配备适当工具和测试仪器的专业维修技术人员使用
50,2,我购买的大家电需要上门安装，但是安装人员上门后说需要额外收取配件费，而且安装服务原本应该是免费的，同时安装人员操作不规范，导致家电出现轻微损坏，请问该怎么处理？,0.771179,电钻手册,电钻手册.txt,维护 警告：为降低严重人身伤害风险， 调整或拆卸/安装附件前，关闭工具并取下电池组。 意外启动可能导致受伤。,27,0,manual_电钻手册_s27_c0,,# 维护 警告：为降低严重人身伤害风险， 调整或拆卸/安装附件前，关闭工具并取下电池组。 意外启动可能导致受伤。
50,3,我购买的大家电需要上门安装，但是安装人员上门后说需要额外收取配件费，而且安装服务原本应该是免费的，同时安装人员操作不规范，导致家电出现轻微损坏，请问该怎么处理？,0.750489,空调手册,空调手册.txt,安装须知,12,0,manual_空调手册_s12_c0,,# 安装须知 ・空调安装或维修后，务必检查是否存在制冷剂泄漏，否则可能导致产品故障。 ・正确安装排水管，确保冷凝水顺利排出，否则可能导致产品故障。 ・安装产品时，务必保持水平。 ・将空调安装在室外机噪音和废气不会影响邻居的位置，否则可能引发邻里纠纷。 ・搬运设备时，至少需要两人操作或使用叉车，否则可能导致严重受伤。 ・
50,4,我购买的大家电需要上门安装，但是安装人员上门后说需要额外收取配件费，而且安装服务原本应该是免费的，同时安装人员操作不规范，导致家电出现轻微损坏，请问该怎么处理？,0.749516,洗碗机手册,洗碗机手册.txt,概览 1. 台式（视型号而定）2. 上层喷淋臂 3. 下层碗篮 4. 下层喷淋臂 5. 过滤器 6. 控制面板 7. 机门 8. 洗涤剂盒 9. 下层喷淋臂槽,1,3,manual_洗碗机手册_s1_c3,,于家庭使用。・仅可用于清洗家用餐具。・必须使用洗碗机专用洗涤剂、亮碟剂及添加剂。・制造商对因不当使用或运输造成的后果不承担责任。・产品使用寿命为 10 年。在此期间，可提供原装配件以保证设备正常运行。 ・身体、感官或精神有障碍，或缺乏相关知识和经验的人员（包括儿童），除非有负责其安全的人员监督或指导使用，否则不得使用本
