id,rank,question,score,manual_name,source_file,section_title,section_index,chunk_index,doc_id,route,heuristic_route,result_route,image_ids,preview
58,3,"我购买的商品，使用时发现商品的功能和详情页描述的不一致，详情页说支持无线充电，实际不支持，而且商品的续航时间也比描述的短很多，要求退货退款并赔偿，请问可以吗？"",",0.508168,,,,,,service_qa_refund_timeline,service,mixed,service,,【客服主题】退款时效参考标准 【适用意图】refund_cancel 【关键词】退款、到账、多久、时效、原路返回 【标准答复】 1. 一般情况下，退款会在1-7个工作日内原路返回到支付账户 2. 微信/支付宝退款通常1-3个工作日到账 3. 信用卡退款可能需要3-15个工作日，具体取决于银行处理速度 4. 如超过15个
58,4,"我购买的商品，使用时发现商品的功能和详情页描述的不一致，详情页说支持无线充电，实际不支持，而且商品的续航时间也比描述的短很多，要求退货退款并赔偿，请问可以吗？"",",0.50727,,,,,,service_policy_refund_timeline,service,mixed,service,,【客服主题】退款、取消订单与到账时效 【适用意图】refund_cancel 【关键词】退款、取消订单、到账、原路返回、信用卡、全额退款 【适用场景】 1. 用户申请退款、取消订单，或咨询退款到账路径和时效 【标准答复】 1. 若订单仍未发货或可取消，一般可先提交取消申请，再根据审核结果处理退款。 2. 退款通常会按原
64,1,使用吹风机时，人员需要佩戴哪些防护装备？,0.437166,吹风机手册,吹风机手册.txt,全文,0,1,manual_吹风机手册_s0_c1,manual,manual,manual,Manual04_1|Manual04_2|Manual04_3,。 <PIC>[Manual04_1] 本使用说明书专为需要对吹风机进行故障排查、全面检修及纠正性维护的人员编写。 吹风机上设有警示标识，相关图示见第 3 页。若吹风机上的任何警示标识出现破损或磨损，应尽快订购新标识并安装。注意部分警示标识为吹风机部件一体成型。 本吹风机用于吹扫地面落叶及其他杂物。操作吹风机时，操作人
64,2,使用吹风机时，人员需要佩戴哪些防护装备？,0.369024,吹风机手册,吹风机手册.txt,全文,0,3,manual_吹风机手册_s0_c3,manual,manual,manual,Blower_01|Blower_02,可能导致皮肤烫伤。请注意火灾风险！ <PIC>[Blower_01]# 安全装置 吹风机配备多项安全装置与防护装置以预防事故，相关说明见第 8 页产品概述部分。 安全装置与防护装置需定期检查与维护，具体措施及维护周期见第 23、24 页 “维护保养” 章节。 <PIC>[Blower_02]# 吹风机操作安全 1. 禁
64,3,使用吹风机时，人员需要佩戴哪些防护装备？,0.368938,吹风机手册,吹风机手册.txt,全文,0,48,manual_吹风机手册_s0_c48,manual,manual,manual,Manual04_38|Manual04_39|Manual04_40|Manual04_41,部大开口，旋转 45 度直至卡口锁紧。 5. 按图示将下段吸尘管对接至上段吸尘管。 6. 按单独说明安装辅助手柄。 # 吸尘作业 开始吸尘前，佩戴所需防护装备。 <PIC>[Manual04_38] <PIC>[Manual04_39] 操作吹风机时，设备与集尘袋需通过肩带固定，按图示将肩带挎在肩上。<PIC>[Man
64,4,使用吹风机时，人员需要佩戴哪些防护装备？,0.364418,吹风机手册,吹风机手册.txt,全文,0,2,manual_吹风机手册_s0_c2,manual,manual,manual,Manual04_4|Blower_01,下说明适用于吹风机操作人员： 1. 操作人员必须阅读并理解本说明书内容。 2. 请勿穿着宽松衣物、佩戴围巾或项链，长发需束起，以免被吹风机旋转部件卷入造成伤害。 3. 饮酒、服药后或疲劳状态下请勿操作吹风机。 4. 禁止未成年人操作吹风机 # 燃油安全 <PIC>[Manual04_4] 本吹风机所用燃油有专门安全说明
64,5,使用吹风机时，人员需要佩戴哪些防护装备？,0.358936,吹风机手册,吹风机手册.txt,全文,0,0,manual_吹风机手册_s0_c0,manual,manual,manual,Manual04_0|Manual04_1,<PIC>[Manual04_0] # 225B 使用说明书 使用吹风机前，请仔细阅读使用说明书并确保理解相关内容。 安全说明。产品描述 燃油处理 .12 启动与停机 . .14 吹风机使用 .16 维护保养 20 技术参数. .25 排放控制装置和系统的维护、更换或维修可由任何非道路发动机维修机构或个人进行。 胡斯华
65,1,操作吹风机时，人员需要注意哪些安全要点？,0.414015,吹风机手册,吹风机手册.txt,全文,0,1,manual_吹风机手册_s0_c1,manual,manual,manual,Manual04_1|Manual04_2|Manual04_3,。 <PIC>[Manual04_1] 本使用说明书专为需要对吹风机进行故障排查、全面检修及纠正性维护的人员编写。 吹风机上设有警示标识，相关图示见第 3 页。若吹风机上的任何警示标识出现破损或磨损，应尽快订购新标识并安装。注意部分警示标识为吹风机部件一体成型。 本吹风机用于吹扫地面落叶及其他杂物。操作吹风机时，操作人
65,2,操作吹风机时，人员需要注意哪些安全要点？,0.400372,吹风机手册,吹风机手册.txt,全文,0,3,manual_吹风机手册_s0_c3,manual,manual,manual,Blower_01|Blower_02,可能导致皮肤烫伤。请注意火灾风险！ <PIC>[Blower_01]# 安全装置 吹风机配备多项安全装置与防护装置以预防事故，相关说明见第 8 页产品概述部分。 安全装置与防护装置需定期检查与维护，具体措施及维护周期见第 23、24 页 “维护保养” 章节。 <PIC>[Blower_02]# 吹风机操作安全 1. 禁
65,3,操作吹风机时，人员需要注意哪些安全要点？,0.389009,吹风机手册,吹风机手册.txt,全文,0,0,manual_吹风机手册_s0_c0,manual,manual,manual,Manual04_0|Manual04_1,<PIC>[Manual04_0] # 225B 使用说明书 使用吹风机前，请仔细阅读使用说明书并确保理解相关内容。 安全说明。产品描述 燃油处理 .12 启动与停机 . .14 吹风机使用 .16 维护保养 20 技术参数. .25 排放控制装置和系统的维护、更换或维修可由任何非道路发动机维修机构或个人进行。 胡斯华
65,4,操作吹风机时，人员需要注意哪些安全要点？,0.387747,吹风机手册,吹风机手册.txt,全文,0,2,manual_吹风机手册_s0_c2,manual,manual,manual,Manual04_4|Blower_01,下说明适用于吹风机操作人员： 1. 操作人员必须阅读并理解本说明书内容。 2. 请勿穿着宽松衣物、佩戴围巾或项链，长发需束起，以免被吹风机旋转部件卷入造成伤害。 3. 饮酒、服药后或疲劳状态下请勿操作吹风机。 4. 禁止未成年人操作吹风机 # 燃油安全 <PIC>[Manual04_4] 本吹风机所用燃油有专门安全说明
65,5,操作吹风机时，人员需要注意哪些安全要点？,0.385242,吹风机手册,吹风机手册.txt,全文,0,4,manual_吹风机手册_s0_c4,manual,manual,manual,,废气。 7. 加油前必须关闭发动机。 8. 吹风机运行中、停机后及怠速状态下，催化消音器均异常滚烫。注意火灾危险，尤其在易燃材料附近或存在易燃气体环境中操作时。 9. 操作时需小心，尤其是左手操作时。避免身体直接接触排气口区域。 10. 站在梯子或支架上时严禁操作吹风机。 # 其他安全措施 1. 仅在合理时段操作吹风机
66,1,使用吹风机时，如何调节化油器？,0.47858,吹风机手册,吹风机手册.txt,全文,0,49,manual_吹风机手册_s0_c49,manual,manual,manual,Manual04_42,在梯子或支架上时严禁操作吹风机。 按第 13 页说明启动吹风机，按以下要求作业： 1. 请勿吸入木材、罐头等可能损坏风扇的大型硬物。 2. 避免吸尘管撞击地面。 3. 拉开集尘袋侧面拉链即可清空袋内杂物。 # 化油器 化油器出厂时已精密预设，因气候、海拔、汽油及二冲程机油类型差异可能需要额外调节。以下说明介绍化油器调节
66,2,使用吹风机时，如何调节化油器？,0.475804,吹风机手册,吹风机手册.txt,全文,0,40,manual_吹风机手册_s0_c40,manual,manual,manual,Manual04_15|Manual04_16|Manual04_17,位于发动机罩顶部，仅拉动启动手柄时与曲轴啮合。 <PIC>[Manual04_15] # 燃油盖（8） 燃油盖（14）位于发动机罩顶部，配有密封垫防止燃油泄漏。 # 空气滤清器（9） 空气滤清器由泡沫橡胶滤材与塑料外壳组成，需定期清洁，否则吹风机油耗升高、性能下降，火花塞电极可能产生油垢。 <PIC>[Manual04
66,3,使用吹风机时，如何调节化油器？,0.459851,吹风机手册,吹风机手册.txt,全文,0,50,manual_吹风机手册_s0_c50,manual,manual,manual,,变稀（燃油减少）；逆时针旋出，空燃比变浓（燃油增多）。稀混合气发动机转速升高，浓混合气转速降低。 T 螺钉调节怠速转速，顺时针旋入怠速升高，逆时针旋出怠速降低。 # 基础（出厂）设置 吹风机出厂测试时化油器已预设基础参数： H 油针逆时针旋至限位终点。 L 油针逆时针旋至限位终点。 推荐怠速转速为 3000 转 / 分
66,4,使用吹风机时，如何调节化油器？,0.44983,吹风机手册,吹风机手册.txt,全文,0,0,manual_吹风机手册_s0_c0,manual,manual,manual,Manual04_0|Manual04_1,<PIC>[Manual04_0] # 225B 使用说明书 使用吹风机前，请仔细阅读使用说明书并确保理解相关内容。 安全说明。产品描述 燃油处理 .12 启动与停机 . .14 吹风机使用 .16 维护保养 20 技术参数. .25 排放控制装置和系统的维护、更换或维修可由任何非道路发动机维修机构或个人进行。 胡斯华
66,5,使用吹风机时，如何调节化油器？,0.447927,吹风机手册,吹风机手册.txt,全文,0,36,manual_吹风机手册_s0_c36,manual,manual,manual,Manual04_5|Manual04_6,扫杂物。 8. 使用全长喷管延伸件，使气流贴近地面作业。 9. 使用吹风机后，清理杂物并投入垃圾桶。 # 吹风机部件 1. 肩带 2. 油门扳机 3. 停机开关 4. 油门锁 5. 肩带挂环 6. 减震系统（机壳内部）7. 风扇罩 8. 燃油盖 9. 空气滤清器 10. 阻风门 11. 检修盖（225 Bx 系列） 1
67,1,吹风机冷机时，该如何启动？,0.415767,吹风机手册,吹风机手册.txt,全文,0,45,manual_吹风机手册_s0_c45,manual,unknown,manual,Manual04_30|Manual04_31|Manual04_32|Manual04_33|Manual04_34|Manual04_35,与喷口 <PIC>[Manual04_30] 吹风管与喷口采用卡口式连接，安装步骤如下： 1. 将吹风管（15）对准吹风机出风口，旋转 90 度直至听到咔嗒声。 2. 将喷口（14）安装至吹风管（15），旋转 90 度直至听到咔嗒声。 <PIC>[Manual04_31] # 吹扫作业 开始吹扫前，佩戴所需防护装备。 
67,2,吹风机冷机时，该如何启动？,0.414609,吹风机手册,吹风机手册.txt,全文,0,40,manual_吹风机手册_s0_c40,manual,unknown,manual,Manual04_15|Manual04_16|Manual04_17,位于发动机罩顶部，仅拉动启动手柄时与曲轴啮合。 <PIC>[Manual04_15] # 燃油盖（8） 燃油盖（14）位于发动机罩顶部，配有密封垫防止燃油泄漏。 # 空气滤清器（9） 空气滤清器由泡沫橡胶滤材与塑料外壳组成，需定期清洁，否则吹风机油耗升高、性能下降，火花塞电极可能产生油垢。 <PIC>[Manual04
67,3,吹风机冷机时，该如何启动？,0.412923,吹风机手册,吹风机手册.txt,全文,0,44,manual_吹风机手册_s0_c44,manual,unknown,manual,Manual04_27|Manual04_28|Manual04_29|Manual04_30,，不使用阻风门。 泵油：反复按压泵油膜片直至燃油充满膜片，无需完全充满。 <PIC>[Manual04_27] 左手将设备机身按压在地面（注意！切勿用脚踩压）。右手握紧启动手柄，缓慢拉动启动绳至感受到阻力（启动钩啮合），然后快速用力拉动。 发动机点火后立即按下阻风门控制器，重复操作直至发动机启动。发动机启动后迅速全开油
67,4,吹风机冷机时，该如何启动？,0.411517,吹风机手册,吹风机手册.txt,全文,0,48,manual_吹风机手册_s0_c48,manual,unknown,manual,Manual04_38|Manual04_39|Manual04_40|Manual04_41,部大开口，旋转 45 度直至卡口锁紧。 5. 按图示将下段吸尘管对接至上段吸尘管。 6. 按单独说明安装辅助手柄。 # 吸尘作业 开始吸尘前，佩戴所需防护装备。 <PIC>[Manual04_38] <PIC>[Manual04_39] 操作吹风机时，设备与集尘袋需通过肩带固定，按图示将肩带挎在肩上。<PIC>[Man
67,5,吹风机冷机时，该如何启动？,0.407459,吹风机手册,吹风机手册.txt,全文,0,0,manual_吹风机手册_s0_c0,manual,unknown,manual,Manual04_0|Manual04_1,<PIC>[Manual04_0] # 225B 使用说明书 使用吹风机前，请仔细阅读使用说明书并确保理解相关内容。 安全说明。产品描述 燃油处理 .12 启动与停机 . .14 吹风机使用 .16 维护保养 20 技术参数. .25 排放控制装置和系统的维护、更换或维修可由任何非道路发动机维修机构或个人进行。 胡斯华
68,1,吹风机热机时，该如何启动？,0.425159,吹风机手册,吹风机手册.txt,全文,0,48,manual_吹风机手册_s0_c48,manual,unknown,manual,Manual04_38|Manual04_39|Manual04_40|Manual04_41,部大开口，旋转 45 度直至卡口锁紧。 5. 按图示将下段吸尘管对接至上段吸尘管。 6. 按单独说明安装辅助手柄。 # 吸尘作业 开始吸尘前，佩戴所需防护装备。 <PIC>[Manual04_38] <PIC>[Manual04_39] 操作吹风机时，设备与集尘袋需通过肩带固定，按图示将肩带挎在肩上。<PIC>[Man
68,2,吹风机热机时，该如何启动？,0.424812,吹风机手册,吹风机手册.txt,全文,0,45,manual_吹风机手册_s0_c45,manual,unknown,manual,Manual04_30|Manual04_31|Manual04_32|Manual04_33|Manual04_34|Manual04_35,与喷口 <PIC>[Manual04_30] 吹风管与喷口采用卡口式连接，安装步骤如下： 1. 将吹风管（15）对准吹风机出风口，旋转 90 度直至听到咔嗒声。 2. 将喷口（14）安装至吹风管（15），旋转 90 度直至听到咔嗒声。 <PIC>[Manual04_31] # 吹扫作业 开始吹扫前，佩戴所需防护装备。 
68,3,吹风机热机时，该如何启动？,0.420741,吹风机手册,吹风机手册.txt,全文,0,44,manual_吹风机手册_s0_c44,manual,unknown,manual,Manual04_27|Manual04_28|Manual04_29|Manual04_30,，不使用阻风门。 泵油：反复按压泵油膜片直至燃油充满膜片，无需完全充满。 <PIC>[Manual04_27] 左手将设备机身按压在地面（注意！切勿用脚踩压）。右手握紧启动手柄，缓慢拉动启动绳至感受到阻力（启动钩啮合），然后快速用力拉动。 发动机点火后立即按下阻风门控制器，重复操作直至发动机启动。发动机启动后迅速全开油
68,4,吹风机热机时，该如何启动？,0.415297,吹风机手册,吹风机手册.txt,全文,0,0,manual_吹风机手册_s0_c0,manual,unknown,manual,Manual04_0|Manual04_1,<PIC>[Manual04_0] # 225B 使用说明书 使用吹风机前，请仔细阅读使用说明书并确保理解相关内容。 安全说明。产品描述 燃油处理 .12 启动与停机 . .14 吹风机使用 .16 维护保养 20 技术参数. .25 排放控制装置和系统的维护、更换或维修可由任何非道路发动机维修机构或个人进行。 胡斯华
68,5,吹风机热机时，该如何启动？,0.412819,吹风机手册,吹风机手册.txt,全文,0,46,manual_吹风机手册_s0_c46,manual,unknown,manual,Manual04_36,业时，易造成严重伤害。 操作时需小心，尤其是左手操作时。避免身体直接接触排气口区域。 警告！检修盖未关闭、损坏或无法闭合时，严禁启动吹风机（安装吸尘管时除外）。 警告！站在梯子或支架上时严禁操作吹风机。 按第 13 页说明启动吹风机，按以下要求作业： 1. 严禁向墙壁、巨石、车辆、围栏等固定物体吹扫。 2. 角落作业时
69,1,该如何关闭吹风机？,0.36929,吹风机手册,吹风机手册.txt,全文,0,4,manual_吹风机手册_s0_c4,manual,unknown,manual,,废气。 7. 加油前必须关闭发动机。 8. 吹风机运行中、停机后及怠速状态下，催化消音器均异常滚烫。注意火灾危险，尤其在易燃材料附近或存在易燃气体环境中操作时。 9. 操作时需小心，尤其是左手操作时。避免身体直接接触排气口区域。 10. 站在梯子或支架上时严禁操作吹风机。 # 其他安全措施 1. 仅在合理时段操作吹风机
69,2,该如何关闭吹风机？,0.365699,吹风机手册,吹风机手册.txt,全文,0,44,manual_吹风机手册_s0_c44,manual,unknown,manual,Manual04_27|Manual04_28|Manual04_29|Manual04_30,，不使用阻风门。 泵油：反复按压泵油膜片直至燃油充满膜片，无需完全充满。 <PIC>[Manual04_27] 左手将设备机身按压在地面（注意！切勿用脚踩压）。右手握紧启动手柄，缓慢拉动启动绳至感受到阻力（启动钩啮合），然后快速用力拉动。 发动机点火后立即按下阻风门控制器，重复操作直至发动机启动。发动机启动后迅速全开油
69,3,该如何关闭吹风机？,0.364615,吹风机手册,吹风机手册.txt,全文,0,37,manual_吹风机手册_s0_c37,manual,unknown,manual,Manual04_6|Manual04_7|Manual04_8,集尘袋接管 23. 集尘袋 24. 两段式吸尘管 25. 辅助手柄 <PIC>[Manual04_6] # 安全装置 吹风机上以下装置用于保护人员与设备安全。操作、检查及维护吹风机时需特别关注这些部件。 # 停机开关（3） 停机开关用于关闭发动机 # 油门锁（4） 油门锁可防止油门意外启动。握紧手柄时将油门锁压入手柄内
69,4,该如何关闭吹风机？,0.359113,吹风机手册,吹风机手册.txt,全文,0,3,manual_吹风机手册_s0_c3,manual,unknown,manual,Blower_01|Blower_02,可能导致皮肤烫伤。请注意火灾风险！ <PIC>[Blower_01]# 安全装置 吹风机配备多项安全装置与防护装置以预防事故，相关说明见第 8 页产品概述部分。 安全装置与防护装置需定期检查与维护，具体措施及维护周期见第 23、24 页 “维护保养” 章节。 <PIC>[Blower_02]# 吹风机操作安全 1. 禁
69,5,该如何关闭吹风机？,0.358473,吹风机手册,吹风机手册.txt,全文,0,45,manual_吹风机手册_s0_c45,manual,unknown,manual,Manual04_30|Manual04_31|Manual04_32|Manual04_33|Manual04_34|Manual04_35,与喷口 <PIC>[Manual04_30] 吹风管与喷口采用卡口式连接，安装步骤如下： 1. 将吹风管（15）对准吹风机出风口，旋转 90 度直至听到咔嗒声。 2. 将喷口（14）安装至吹风管（15），旋转 90 度直至听到咔嗒声。 <PIC>[Manual04_31] # 吹扫作业 开始吹扫前，佩戴所需防护装备。 
70,1,空调的重要组成部件有哪些？,0.286125,空调手册,空调手册.txt,操作须知,13,0,manual_空调手册_s13_c0,manual,unknown,manual,,# 操作须知 ・切勿让空调的冷风吹或热风吹向人、动物或植物，否则可能导致严重受伤。 ・切勿将本产品用于特殊用途，如食品保鲜、艺术品保存等，本产品为家用空调，非精密制冷设备，违规使用可能导致死亡、火灾或触电。 ・切勿堵塞进风口或出风口，否则可能导致爆炸或产品故障。 ・清洁空调时，切勿使用强力清洁剂、溶剂或直接喷水，需使用
70,2,空调的重要组成部件有哪些？,0.270315,空调手册,空调手册.txt,安装须知,12,0,manual_空调手册_s12_c0,manual,unknown,manual,,# 安装须知 ・空调安装或维修后，务必检查是否存在制冷剂泄漏，否则可能导致产品故障。 ・正确安装排水管，确保冷凝水顺利排出，否则可能导致产品故障。 ・安装产品时，务必保持水平。 ・将空调安装在室外机噪音和废气不会影响邻居的位置，否则可能引发邻里纠纷。 ・搬运设备时，至少需要两人操作或使用叉车，否则可能导致严重受伤。 ・
70,3,空调的重要组成部件有哪些？,0.270282,空调手册,空调手册.txt,安装须知,9,0,manual_空调手册_s9_c0,manual,unknown,manual,,# 安装须知 ・使用符合空调额定参数的标准断路器和保险丝，否则可能导致触电或产品故障。 ・安装或移机时，请联系授权服务中心，否则可能导致严重受伤或产品故障。 ・务必使用带接地端子的电源插头和插座，否则可能导致触电或产品故障。 ・妥善安装控制箱的面板和盖板，否则可能导致爆炸或火灾。 ・使用空调前，需安装专用电源插座和断路
70,4,空调的重要组成部件有哪些？,0.265942,空调手册,空调手册.txt,操作须知,10,2,manual_空调手册_s10_c2,manual,unknown,manual,,电源插头，否则可能导致死亡、严重受伤或产品故障。 ・长时间不使用空调时，拔下电源插头，否则可能导致产品故障。 ・切勿在空调上放置任何物品，否则可能导致产品故障。 ・内部清洁请联系授权服务中心或经销商，切勿使用腐蚀性强的清洁剂，此类清洁剂会损坏设备，还可能导致产品故障、火灾或触电。
70,5,空调的重要组成部件有哪些？,0.264247,空调手册,空调手册.txt,13 高级功能,19,0,manual_空调手册_s19_c0,manual,unknown,manual,,# 13 高级功能 13 快速调节室内温度 13 室内空气净化 13 自清洁运行 14 等离子净化运行 14 自动运行 15 自动转换运行 15 节能制冷模式 15 显示屏亮度调节 16 无遥控器操作空调 16 空调自动重启
71,1,如何找到空调遥控器的按键？,0.504683,空调手册,空调手册.txt,遥控器的使用,26,0,manual_空调手册_s26_c0,manual,unknown,manual,,# 遥控器的使用 使用遥控器可更便捷地操作空调，附加功能的按键位于遥控器盖板下方。
71,2,如何找到空调遥控器的按键？,0.425716,空调手册,空调手册.txt,无遥控器操作空调,67,0,manual_空调手册_s67_c0,manual,unknown,manual,Manual01_22|Manual01_23|Manual01_24,# 无遥控器操作空调 遥控器无法使用时，可通过室内机的开 / 关键操作空调，此时风扇转速默认设为高速。 1 打开前盖板，轻轻掀起盖板两侧即可。 <PIC>[Manual01_22] * 功能会根据机型有所调整。 2 按下开 / 关键。 <PIC>[Manual01_23] * 功能会根据机型有所调整。 - 冷暖型机型的
71,3,如何找到空调遥控器的按键？,0.418248,空调手册,空调手册.txt,操作方法,31,0,manual_空调手册_s31_c0,manual,unknown,manual,Manual01_6,# 操作方法 将遥控器对准空调底部的信号接收器进行操作。 <PIC>[Manual01_6]
71,4,如何找到空调遥控器的按键？,0.38983,空调手册,空调手册.txt,注,32,0,manual_空调手册_s32_c0,manual,unknown,manual,,# 注 ・若将遥控器对准其他电子设备，可能会对其进行操控，请务必将遥控器对准空调的信号接收器。 ・为保证正常操作，用软布擦拭信号发射器和接收器。
71,5,如何找到空调遥控器的按键？,0.386228,空调手册,空调手册.txt,无线遥控器,27,0,manual_空调手册_s27_c0,manual,unknown,manual,air_conditioner_01,# 无线遥控器 <PIC>[air_conditioner_01] * 部分功能可能因机型不同而不支持。
72,1,如何给空调遥控器安装电池？,0.687327,,,,,,service_policy_installation,mixed,mixed,service,,【客服主题】上门安装、检修与额外收费处理 【适用意图】installation_service 【关键词】上门安装、安装费、配件费、大家电、上门检修、安装损坏 【适用场景】 1. 用户咨询是否提供上门安装/检修，或反馈免费安装项目被额外收费、安装造成损坏 【标准答复】 1. 是否提供上门安装或上门检修，需要结合商品类型
72,2,如何给空调遥控器安装电池？,0.507881,,,,,,service_playbook_installation_service,mixed,mixed,service,,客服意图：上门安装与上门检修 命中关键词：安装、上门、配件费、检修、安装人员、大家电 回答时建议覆盖以下要点： 1. 确认是安装咨询、安装异常还是检修安排 2. 确认是否为免费安装范围内项目 3. 若涉及额外收费，说明需核实收费项目与标准 4. 如发生安装损坏，提示保留现场照片和服务记录 如题目信息不足，优先补充核实以
72,3,如何给空调遥控器安装电池？,0.51186,空调手册,空调手册.txt,安装电池,28,0,manual_空调手册_s28_c0,mixed,mixed,manual,Manual01_2|Manual01_3,# 安装电池 使用遥控器前，请先安装电池，适用电池型号为 7 号。1 取下电池盖。 <PIC>[Manual01_2] 2 装入新电池，确保电池正、负极安装正确。 <PIC>[Manual01_3] 3 重新装上电池盖。
72,4,如何给空调遥控器安装电池？,0.426143,空调手册,空调手册.txt,7 使用前准备,17,0,manual_空调手册_s17_c0,mixed,mixed,manual,,# 7 使用前准备 7 部件介绍 8 遥控器的使用 9 安装电池 9 安装遥控器支架
72,5,如何给空调遥控器安装电池？,0.418021,空调手册,空调手册.txt,操作须知,13,1,manual_空调手册_s13_c1,mixed,mixed,manual,,否则可能导致触电。 ・切勿饮用空调排出的水，否则可能导致严重的健康问题。 ・在高处清洁、保养或维修空调时，使用稳固的凳子或梯子，否则可能导致严重受伤或产品故障。 ・给遥控器装电池时，切勿将不同型号电池混用，也切勿将新电池与旧电池混用，否则可能导致产品故障。 ・切勿对电池充电或拆解电池，否则可能导致爆炸、火灾或严重受伤。
72,6,如何给空调遥控器安装电池？,0.413633,空调手册,空调手册.txt,安装遥控器支架,30,0,manual_空调手册_s30_c0,mixed,mixed,manual,Manual01_4|Manual01_5,# 安装遥控器支架 将支架安装在无阳光直射的位置，以保护遥控器。 1 选择安全且便于取用的位置。 2 用螺丝刀将两颗螺丝拧紧，固定支架。 <PIC>[Manual01_4] 3 将遥控器滑入支架中。 <PIC>[Manual01_5]
72,7,如何给空调遥控器安装电池？,0.410572,空调手册,空调手册.txt,无遥控器操作空调,67,0,manual_空调手册_s67_c0,mixed,mixed,manual,Manual01_22|Manual01_23|Manual01_24,# 无遥控器操作空调 遥控器无法使用时，可通过室内机的开 / 关键操作空调，此时风扇转速默认设为高速。 1 打开前盖板，轻轻掀起盖板两侧即可。 <PIC>[Manual01_22] * 功能会根据机型有所调整。 2 按下开 / 关键。 <PIC>[Manual01_23] * 功能会根据机型有所调整。 - 冷暖型机型的
73,1,如何安装空调遥控器支架？,0.687079,,,,,,service_policy_installation,mixed,service,service,,【客服主题】上门安装、检修与额外收费处理 【适用意图】installation_service 【关键词】上门安装、安装费、配件费、大家电、上门检修、安装损坏 【适用场景】 1. 用户咨询是否提供上门安装/检修，或反馈免费安装项目被额外收费、安装造成损坏 【标准答复】 1. 是否提供上门安装或上门检修，需要结合商品类型
73,2,如何安装空调遥控器支架？,0.507559,,,,,,service_playbook_installation_service,mixed,service,service,,客服意图：上门安装与上门检修 命中关键词：安装、上门、配件费、检修、安装人员、大家电 回答时建议覆盖以下要点： 1. 确认是安装咨询、安装异常还是检修安排 2. 确认是否为免费安装范围内项目 3. 若涉及额外收费，说明需核实收费项目与标准 4. 如发生安装损坏，提示保留现场照片和服务记录 如题目信息不足，优先补充核实以
73,3,如何安装空调遥控器支架？,0.551379,空调手册,空调手册.txt,安装遥控器支架,30,0,manual_空调手册_s30_c0,mixed,service,manual,Manual01_4|Manual01_5,# 安装遥控器支架 将支架安装在无阳光直射的位置，以保护遥控器。 1 选择安全且便于取用的位置。 2 用螺丝刀将两颗螺丝拧紧，固定支架。 <PIC>[Manual01_4] 3 将遥控器滑入支架中。 <PIC>[Manual01_5]
73,4,如何安装空调遥控器支架？,0.426709,空调手册,空调手册.txt,7 使用前准备,17,0,manual_空调手册_s17_c0,mixed,service,manual,,# 7 使用前准备 7 部件介绍 8 遥控器的使用 9 安装电池 9 安装遥控器支架
73,5,如何安装空调遥控器支架？,0.421926,空调手册,空调手册.txt,遥控器的使用,26,0,manual_空调手册_s26_c0,mixed,service,manual,,# 遥控器的使用 使用遥控器可更便捷地操作空调，附加功能的按键位于遥控器盖板下方。
73,6,如何安装空调遥控器支架？,0.415506,空调手册,空调手册.txt,操作方法,31,0,manual_空调手册_s31_c0,mixed,service,manual,Manual01_6,# 操作方法 将遥控器对准空调底部的信号接收器进行操作。 <PIC>[Manual01_6]
73,7,如何安装空调遥控器支架？,0.414214,空调手册,空调手册.txt,无遥控器操作空调,67,0,manual_空调手册_s67_c0,mixed,service,manual,Manual01_22|Manual01_23|Manual01_24,# 无遥控器操作空调 遥控器无法使用时，可通过室内机的开 / 关键操作空调，此时风扇转速默认设为高速。 1 打开前盖板，轻轻掀起盖板两侧即可。 <PIC>[Manual01_22] * 功能会根据机型有所调整。 2 按下开 / 关键。 <PIC>[Manual01_23] * 功能会根据机型有所调整。 - 冷暖型机型的
74,1,如何用空调快速调节室内温度？,0.546887,空调手册,空调手册.txt,快速调节室内温度,51,0,manual_空调手册_s51_c0,manual,unknown,manual,Manual01_16,# 快速调节室内温度 （极速制冷 / 制热模式） 该模式可在夏季快速冷却室内空气，或在冬季快速提升室内温度。 1 按下开 / 关键开启电源。 2 按下极速键。 <PIC>[Manual01_16] - 极速制冷模式下，空调将以 18 摄氏度的温度强风出风 30 分钟。 - 极速制热模式下，空调将以 30 摄氏度的温度强
74,2,如何用空调快速调节室内温度？,0.381923,空调手册,空调手册.txt,13 高级功能,19,0,manual_空调手册_s19_c0,manual,unknown,manual,,# 13 高级功能 13 快速调节室内温度 13 室内空气净化 13 自清洁运行 14 等离子净化运行 14 自动运行 15 自动转换运行 15 节能制冷模式 15 显示屏亮度调节 16 无遥控器操作空调 16 空调自动重启
74,3,如何用空调快速调节室内温度？,0.350289,空调手册,空调手册.txt,无遥控器操作空调,67,0,manual_空调手册_s67_c0,manual,unknown,manual,Manual01_22|Manual01_23|Manual01_24,# 无遥控器操作空调 遥控器无法使用时，可通过室内机的开 / 关键操作空调，此时风扇转速默认设为高速。 1 打开前盖板，轻轻掀起盖板两侧即可。 <PIC>[Manual01_22] * 功能会根据机型有所调整。 2 按下开 / 关键。 <PIC>[Manual01_23] * 功能会根据机型有所调整。 - 冷暖型机型的
