id,dominant_route,confidence,risk_level,sub_question_count,service_route_count,mixed_route_count,manual_route_count,answer_chars,image_count,has_pic_marker,has_numbered_structure,keyword_coverage,used_fallback,service_like_question,classifier_used_count,classifier_dominant_label,classifier_avg_confidence,question,answer
101,manual,0.7273,low,1,0,0,1,130,3,True,True,0.375,False,False,1,manual,0.9683,如何调节洗碗机满载时上下碗篮的高度？,根据[洗碗机手册]，相关要点如下： 1. 按下碗篮调节机构上的卡扣降低碗篮（B）。 2. 另一侧重复相同操作。 3. 确保碗篮高度调节机构两侧处于同一水平（高或低）。 # 降低碗篮： 4. 确保碗篮高度调节机构两侧处于同一水平（高或低）。 相关图示：<PIC>
102,manual,0.375,high,1,0,0,1,515,5,True,True,0.5833,False,False,1,manual,0.942,如何清洁洗碗机的进水管滤网？,根据[洗碗机手册]，相关要点如下： 1. 安装 	7 合适的安装位置 	7 供水连接 	7 排水连接 	8 支脚调节 	9 防漏水保护系统 +	9 电气连接 	9 首次使用 	9 包装材料处理 	10 产品运输 	10 旧产品处理 	10 预约启动设置 	24 盐量指示灯 	25 亮碟剂指示灯 	25 亮碟剂剂量设置 	25 机器启动 	25 2. 维护与清洁 	28 产品外表面清洁 	28 机器内部清洁 	28 过滤器清洁 	28 进水管滤网清洁 	29 喷淋臂清洁 	30 3. 预洗 	11 节能提示 	11 软水系统 	11 软水系统调节 	11 添加专用盐 	12 洗涤剂 	13 添加洗涤剂 	13 洗涤块 	14 亮碟剂 	15 餐具篮 	18 可折叠下层篮架丝（2 根）	18 空载上层篮高度调节 4. 将粗过滤器装入微过滤器，确保安装到位。 顺时针旋转粗过滤器直至听到咔嗒声。 请勿无过滤器使用洗碗机。 过滤器安装不当会降低洗涤效率。 # 进水管滤网清洁 安装在进水管上的滤网可防止市政供水或自备水系统中的杂质（沙、污垢、铁锈等）损坏机器。 定期检查滤网和水管，必要时清洁。 相关图示：<PIC> <PIC>
103,manual,0.8333,low,1,0,0,1,198,4,True,True,0.3333,False,False,1,manual,0.9893,如何清洁洗碗机的上层喷淋臂？,根据[洗碗机手册]，相关要点如下： 1. 2006/95/EC，89/336/EC，93/68/EC，IEC 436/DIN 44990，EN 50242 <PIC> 为提升产品品质，技术参数可能会在不事先通知的情况下变更 2. 产品标签或随附文件中标注的数值是在实验室条件下按照相关标准测得的 3. 本手册中的图示为示意图，可能与实际产品不完全一致 4. 带支架的上层碗篮 相关图示：<PIC>
104,manual,0.982,low,1,0,0,1,1339,5,True,True,0.8,False,False,1,manual,0.8835,如何拆除空气净化器滤网的塑料包装？,根据[空气净化器手册]，相关要点如下： 1. ，否则可能导致触电或火灾。设备与墙壁之间至少保留 12 英寸（30 厘米）距离。若进风口和出风口空间拥挤，空气净化能力可能会受限制。放置在平整表面。请勿在易燃物附近或燃气泄漏时使用本产品。请勿在高湿度、油污、沾水的环境中使用本产品。 禁止 请勿将产品安装在阳光直射或暖气通风口附近。 # 使用时 # 注意 避免将产品安装在距离电视或电子设备 3 英尺（1 米）以内。若水或其他异物进入设备，请立即关机。完全晾干后再开机。使用脏污的预过滤网或未安装滤网会降低产品性能。若设备出现异响、焦糊味或冒烟，请立即拔下插头并联系客服。请勿在设备运行或通电状态下更换滤网。请勿使用非厂家推荐的滤网。 禁止 请勿在设备运行时移动产品。 # 清洁时 注意 使用柔软干布及温和清洁剂清洁设备。请勿通电清洁，以免导致触电或故障。使用前请拆除滤网上的塑料包装。 注意 请将塑料包装远离儿童，以防窒息。 2. 电或故障。使用前请拆除滤网上的塑料包装。 注意 请将塑料包装远离儿童，以防窒息。 # 如何拆除滤网塑料包装 新产品内置一体式滤网。拆除滤网包装前请务必拔下设备插头。 注意 滤网塑料包装拆除后无法退货。1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆除滤网上的塑料包装。未拆除包装会产生异响，滤网无法正常工作，且可能引发火灾或损坏设备。<PIC> 4 将滤网上下推入设备，确保滤网贴合紧密。<PIC> 5 装回滤网盖。先将盖子插入设备底部固定卡槽。向前滑动盖子，使其卡入顶部卡槽。<PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。 3. PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。 # 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。 # 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 4. 0] 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。
105,mixed,0.9293,low,1,0,1,0,1162,5,True,True,0.5455,False,True,0,manual,0.719,如何安装空气净化器的脚轮？,"是否提供上门安装或上门检修，需要结合商品类型、地区覆盖范围和服务政策核实。 另外，如果你需要对应商品的说明书或图示，可参考：根据[空气净化器手册]，相关要点如下： 1. PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。 # 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。 # 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 2. 0] 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。 3. ，否则可能导致触电或火灾。设备与墙壁之间至少保留 12 英寸（30 厘米）距离。若进风口和出风口空间拥挤，空气净化能力可能会受限制。放置在平整表面。请勿在易燃物附近或燃气泄漏时使用本产品。请勿在高湿度、油污、沾水的环境中使用本产品。 禁止 请勿将产品安装在阳光直射或暖气通风口附近。 # 使用时 # 注意 避免将产品安装在距离电视或电子设备 3 英尺（1 米）以内。若水或其他异物进入设备，请立即关机。完全晾干后再开机。使用脏污的预过滤网或未安装滤网会降低产品性能。若设备出现异响、焦糊味或冒烟，请立即拔下插头并联系客服。请勿在设备运行或通电状态下更换滤网。请勿使用非厂家推荐的滤网。 禁止 请勿在设备运行时移动产品。 # 清洁时 注意 使用柔软干布及温和清洁剂清洁设备。请勿通电清洁，以免导致触电或故障。使用前请拆除滤网上的塑料包装。 注意 请将塑料包装远离儿童，以防窒息。 相关图示：<PIC> <PIC>
为尽快帮你核实处理，建议补充：订单号、商品型号、预约时间、收费明细、现场照片。"
106,manual,0.9184,low,2,0,0,2,1107,5,True,True,1.0,False,False,2,manual,0.8818,空气净化器通常有哪些模式？如何设置？这些模式有什么特点？,"我先按你的问题逐项说明：
1. 关于“空气净化器通常有哪些模式”：根据[空气净化器手册]，相关要点如下： 1. 0] 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。 2. PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。 # 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。 # 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 3. 调节。4 睡眠模式下再次按下睡眠键，将恢复之前的运行模式。关机后睡眠模式将取消。<PIC> 注意 睡眠模式下除月亮图标外整个显示屏熄灭。默认风速设为 1 档。 # 安全锁功能 1 可设置安全锁功能防止儿童操作。设备开机时长按某键 3 秒以上，显示屏显示相应标识即开启安全锁。该功能开启时按控制面板任意键，显示屏将以 1 秒间隔闪烁 5 次。2 取消该功能需同时长按某键 3 秒以上。<PIC> # 静音功能 静音：同时长按上键和某键 3 秒可开启或关闭提示音。 # 自动关机功能 <PIC> 注意 自动关机模式下净化器将自动关机。若断电，预设自动关机时间将取消，需重新设置。 # 室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。 相关图示：<PIC> <PIC>
2. 关于“如何设置，这些模式有什么特点”：根据[冰箱手册]，# 温度控制 冰箱配有控制装置，可调节冷藏室温度。"
107,manual,0.8824,low,1,0,0,1,203,5,True,False,0.6875,False,False,1,manual,0.8045,空气净化器的室内空气质量指示灯是什么？,根据[空气净化器手册]，可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其... 相关图示：<PIC>
108,manual,0.6854,medium,1,0,0,1,1116,5,True,True,0.7692,False,False,1,manual,0.8801,如何清洁空气净化器的设备内外？,根据[空气净化器手册]，相关要点如下： 1. 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。 # 滤网清洁 1 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。 2. PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。 # 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。 # 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 3. ，否则可能导致触电或火灾。设备与墙壁之间至少保留 12 英寸（30 厘米）距离。若进风口和出风口空间拥挤，空气净化能力可能会受限制。放置在平整表面。请勿在易燃物附近或燃气泄漏时使用本产品。请勿在高湿度、油污、沾水的环境中使用本产品。 禁止 请勿将产品安装在阳光直射或暖气通风口附近。 # 使用时 # 注意 避免将产品安装在距离电视或电子设备 3 英尺（1 米）以内。若水或其他异物进入设备，请立即关机。完全晾干后再开机。使用脏污的预过滤网或未安装滤网会降低产品性能。若设备出现异响、焦糊味或冒烟，请立即拔下插头并联系客服。请勿在设备运行或通电状态下更换滤网。请勿使用非厂家推荐的滤网。 禁止 请勿在设备运行时移动产品。 # 清洁时 注意 使用柔软干布及温和清洁剂清洁设备。请勿通电清洁，以免导致触电或故障。使用前请拆除滤网上的塑料包装。 注意 请将塑料包装远离儿童，以防窒息。 相关图示：<PIC>
109,manual,0.9739,low,1,0,0,1,1444,5,True,True,0.8182,False,False,1,manual,0.8819,如何清洁空气净化器的滤网？,根据[空气净化器手册]，相关要点如下： 1. 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。 # 滤网清洁 1 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。 2. ，否则可能导致触电或火灾。设备与墙壁之间至少保留 12 英寸（30 厘米）距离。若进风口和出风口空间拥挤，空气净化能力可能会受限制。放置在平整表面。请勿在易燃物附近或燃气泄漏时使用本产品。请勿在高湿度、油污、沾水的环境中使用本产品。 禁止 请勿将产品安装在阳光直射或暖气通风口附近。 # 使用时 # 注意 避免将产品安装在距离电视或电子设备 3 英尺（1 米）以内。若水或其他异物进入设备，请立即关机。完全晾干后再开机。使用脏污的预过滤网或未安装滤网会降低产品性能。若设备出现异响、焦糊味或冒烟，请立即拔下插头并联系客服。请勿在设备运行或通电状态下更换滤网。请勿使用非厂家推荐的滤网。 禁止 请勿在设备运行时移动产品。 # 清洁时 注意 使用柔软干布及温和清洁剂清洁设备。请勿通电清洁，以免导致触电或故障。使用前请拆除滤网上的塑料包装。 注意 请将塑料包装远离儿童，以防窒息。 3. 0] 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。 4. PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。 # 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。 # 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 相关图示：<PIC>
110,manual,0.7414,low,1,0,0,1,1450,5,True,True,0.7273,False,False,1,manual,0.8538,如何更换空气净化器的滤网？,根据[空气净化器手册]，相关要点如下： 1. 0] 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。 2. PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。 # 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。 # 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 3. ，否则可能导致触电或火灾。设备与墙壁之间至少保留 12 英寸（30 厘米）距离。若进风口和出风口空间拥挤，空气净化能力可能会受限制。放置在平整表面。请勿在易燃物附近或燃气泄漏时使用本产品。请勿在高湿度、油污、沾水的环境中使用本产品。 禁止 请勿将产品安装在阳光直射或暖气通风口附近。 # 使用时 # 注意 避免将产品安装在距离电视或电子设备 3 英尺（1 米）以内。若水或其他异物进入设备，请立即关机。完全晾干后再开机。使用脏污的预过滤网或未安装滤网会降低产品性能。若设备出现异响、焦糊味或冒烟，请立即拔下插头并联系客服。请勿在设备运行或通电状态下更换滤网。请勿使用非厂家推荐的滤网。 禁止 请勿在设备运行时移动产品。 # 清洁时 注意 使用柔软干布及温和清洁剂清洁设备。请勿通电清洁，以免导致触电或故障。使用前请拆除滤网上的塑料包装。 注意 请将塑料包装远离儿童，以防窒息。 4. 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。 # 滤网清洁 1 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。 相关图示：<PIC> <PIC>
111,manual,0.9717,low,1,0,0,1,1258,5,True,True,0.7857,False,False,1,manual,0.9416,如何清洁空气净化器的灰尘传感器？,根据[空气净化器手册]，相关要点如下： 1. 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。 # 滤网清洁 1 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。 2. 0] 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。 3. 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。2 更换滤网期间，可用吸尘器或软刷清洁预过滤网。 禁止 切勿用水清洗滤网。 # 更换滤网 1 需更换滤网时，滤网更换指示灯将亮起红色。每 6-12 个月更换一次滤网（滤网安装详见第 4 页）。2 更换滤网后重置指示灯。长按控制面板上的睡眠 + 自动键 5 秒以上重置指示灯。<PIC> 注意 滤网寿命取决于使用环境。 # 灰尘传感器清洁 1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆下设备右侧灰尘传感器盖。<PIC> 4 用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净干棉签彻底擦干。<PIC> 5 装回灰尘传感器盖。装回滤网盖。 4. 底擦干。<PIC> 5 装回灰尘传感器盖。装回滤网盖。将设备上盖标识朝前装回。 # 注意 请勿使用丙酮、酒精等强腐蚀性化学试剂擦拭传感器部件，以免损坏镜头。遮盖设备并存放在干燥、无阳光直射的地方。 # 长期存放 1 晴天运行设备 1 小时，拔下电源插头，晾干设备内部。2 遮盖设备并存放在干燥、无阳光直射的地方。 # 故障排除 <PIC> 相关图示：<PIC>
112,manual,0.9655,low,1,0,0,1,1052,5,True,True,0.2667,False,False,1,manual,0.7859,空气净化器需要长期存放时该怎么做？,根据[空气净化器手册]，相关要点如下： 1. 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。 # 滤网清洁 1 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。 2. 0] 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。 3. PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色滤网指示灯将熄灭。 # 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。 # 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 相关图示：<PIC>
113,manual,0.8929,low,1,0,0,1,284,5,True,True,0.2143,False,False,1,manual,0.981,如何了解这款健身单车的技术规格？,根据[健身单车手册]，相关要点如下： 1. 。请按给定顺序完成所有装配步骤。装配不当可能导致受伤或功能异常。本产品含有磁铁。近距离情况下，磁场可能干扰部分医疗设备的正常使用。在装配、维护和/或使用产品时，使用者可能靠近磁铁区域。鉴于起搏器等设备的重要性，使用本设备前请务必咨询医疗服务人员。请查阅“安全警告标签与序列号”部分，确定本产品磁铁位置。 2. 控制台显示机器类型提示和当前设置。按增加/减少按钮在“单车”和椭圆机（ELIP）之间切换。 3. 调节当前闪烁数值。按左/右按钮切换当前调节段（月/日/年）。 4. 按确认键设置。 相关图示：<PIC> <PIC>
114,manual,0.9118,low,1,0,0,1,322,5,True,True,0.3636,False,False,1,manual,0.9633,启动健身单车前，我需要做什么？,根据[健身单车手册]，相关要点如下： 1. <PIC> # 移动单车 移动立式单车时，小心将把手向自身方向倾斜，同时向下按压单车前部，将单车推至目标位置。注意：移动时请小心。 2. 最终检查 检查机器，确保所有配件紧固、部件装配正确。务必在手册首页指定位置记录序列号。在本机完全装配并按照用户手册检查性能正常前，请勿使用或投入使用！ 3. 手向自身方向倾斜，同时向下按压单车前部，将单车推至目标位置。注意：移动时请小心。动作过猛可能影响电脑运行。 4. 控制台每 4 秒循环显示一系列提示：- 运动暂停 - 踩踏继续（单车）/跨步继续（椭圆机）- 按结束键停止 暂停运动时，可使用增加/减少按钮手动浏览结果通道 相关图示：<PIC> <PIC>
115,manual,0.9286,low,1,0,0,1,191,3,False,False,0.2222,False,False,1,manual,0.8292,我听说买的这款健身单车配有控制台和显示功能，能为我介绍一下吗？,根据[健身单车手册]，按确认键进入下一项。14. 控制台显示软件版本提示。15. 按确认键进入下一项。16. 控制台返回开机模式界面。开始任何维修工作前，请完整阅读所有维护说明。某些情况下需要助手协助。必须定期检查设备是否损坏并维修。所有者负责确保定期维护。磨损、损坏或松动的部件必须立即维修或更换。仅可使用制造商提供的部件进行维护和维修。警告 为降低触电风险，清洁、维护或修...
