id,question,keywords,matched_keywords,keyword_coverage,result_count,top1_score,avg_score,recall@5,recall@3,inferred_route,heuristic_route,retrieval_mode,rule_route,strong_rule_route,classifier_label,classifier_confidence,classifier_used,service_result_count,manual_result_count,top_manuals,top_image_ids,hit_quality
102,如何清洁洗碗机的进水管滤网？,如何清洁洗碗机的进水管滤网,,0.0,5,0.4217,0.3829,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8667,True,0,5,洗碗机手册|洗碗机手册|洗碗机手册,Manual06_18|Manual06_19|Manual06_20|Manual06_21,low
103,如何清洁洗碗机的上层喷淋臂？,如何清洁洗碗机的上层喷淋臂,,0.0,5,0.4257,0.3873,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9098,True,0,5,洗碗机手册|洗碗机手册|洗碗机手册,Manual06_23,low
104,如何拆除空气净化器滤网的塑料包装？,如何拆除空气净化器滤网的塑料包装,,0.0,5,0.5492,0.481,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8079,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_0|Manual03_1|Manual03_2|Manual03_3,low
105,如何安装空气净化器的脚轮？,如何安装空气净化器的脚轮,,0.0,7,0.4921,0.4585,1.0,1.0,mixed,service,dual_route,mixed,mixed,manual,0.6115,False,2,5,空气净化器手册|空气净化器手册|空气净化器手册,,low
106,空气净化器通常有哪些模式？如何设置？这些模式有什么特点？,空气净化器通常有哪些模式|如何设置|这些模式有什么特点,,0.0,5,0.4747,0.4621,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8162,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_14|Manual03_15,low
107,空气净化器的室内空气质量指示灯是什么？,空气净化器的室内空气质量指示灯是什么,,0.0,5,0.6703,0.6094,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6645,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_20,low
108,如何清洁空气净化器的设备内外？,如何清洁空气净化器的设备内外,,0.0,5,0.5309,0.4945,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7925,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_20,low
109,如何清洁空气净化器的滤网？,如何清洁空气净化器的滤网,,0.0,5,0.518,0.5118,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7227,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_20,low
110,如何更换空气净化器的滤网？,如何更换空气净化器的滤网,,0.0,5,0.5256,0.5068,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6179,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_6|Manual03_7|Manual03_8|Manual03_9|Manual03_10,low
111,如何清洁空气净化器的灰尘传感器？,如何清洁空气净化器的灰尘传感器,,0.0,5,0.5155,0.4917,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8547,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_20,low
112,空气净化器需要长期存放时该怎么做？,空气净化器需要长期存放时该怎么做,,0.0,5,0.4581,0.4515,1.0,1.0,manual,manual,dual_route,manual,,manual,0.6082,True,0,5,空气净化器手册|空气净化器手册|空气净化器手册,Manual03_6|Manual03_7|Manual03_8|Manual03_9|Manual03_10,low
113,如何了解这款健身单车的技术规格？,如何了解这款健身单车的技术规格,,0.0,5,0.4102,0.3982,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8752,True,0,5,健身单车手册|健身单车手册|健身单车手册,Manual14_2|Manual14_3,low
114,启动健身单车前，我需要做什么？,启动健身单车前|我需要做什么,,0.0,5,0.4329,0.4206,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8014,True,0,5,健身单车手册|健身单车手册|健身单车手册,Manual14_16|Manual14_17|Manual14_18,low
115,我听说买的这款健身单车配有控制台和显示功能，能为我介绍一下吗？,我听说买的这款健身单车配有控制台和显示功能|能为我介绍一下吗,,0.0,5,0.4453,0.4441,1.0,1.0,manual,manual,dual_route,manual,,manual,0.6845,True,0,5,健身单车手册|健身单车手册|健身单车手册,,low
116,在健身单车上运动前，我需要调整什么来保证运动的舒适度？,在健身单车上运动前|我需要调整什么来保证运动的舒适度,,0.0,5,0.4455,0.4209,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7589,True,0,5,健身单车手册|健身单车手册|健身单车手册,Manual14_24,low
117,使用健身单车的轻松骑行类别时，我能体验到哪些预设运动程序？,使用健身单车的轻松骑行类别时|我能体验到哪些预设运动程序,,0.0,5,0.4559,0.4147,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8169,True,0,5,健身单车手册|健身单车手册|健身单车手册,Manual14_27|Manual14_28|Manual14_29|Manual14_30|Manual14_31,low
118,使用健身单车的山地类别时，我能体验到哪些预设运动程序？,使用健身单车的山地类别时|我能体验到哪些预设运动程序,,0.0,5,0.4449,0.408,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8895,True,0,5,健身单车手册|健身单车手册|健身单车手册,Manual14_27|Manual14_28|Manual14_29|Manual14_30|Manual14_31,low
119,挑战健身单车的最高难度类别时，我能体验到哪些预设运动程序？,挑战健身单车的最高难度类别时|我能体验到哪些预设运动程序,,0.0,5,0.4412,0.4035,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8064,True,0,5,健身单车手册|健身单车手册|健身单车手册,Manual14_27|Manual14_28|Manual14_29|Manual14_30|Manual14_31,low
120,如果我想编辑健身单车的用户档案，需要遵循哪些步骤？,如果我想编辑健身单车的用户档案|需要遵循哪些步骤,,0.0,5,0.4367,0.4213,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8733,True,0,5,健身单车手册|健身单车手册|健身单车手册,,low
121,我想在使用健身单车时设置心率目标，能否根据我的年龄为我推荐合适的目标心率？,我想在使用健身单车时设置心率目标|能否根据我的年龄为我推荐合适的目标心率,,0.0,5,0.4493,0.426,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8048,True,0,5,健身单车手册|健身单车手册|健身单车手册,,low
122,我听说这款健身单车有体能测试程序，这是什么功能？,我听说这款健身单车有体能测试程序|这是什么功能,,0.0,5,0.4416,0.4142,1.0,1.0,manual,manual,dual_route,manual,,manual,0.793,True,0,5,健身单车手册|健身单车手册|健身单车手册,,low
123,如果要给电钻充电，需要遵循哪些步骤？,如果要给电钻充电|需要遵循哪些步骤,,0.0,5,0.3094,0.3013,1.0,1.0,manual,manual,dual_route,manual,,manual,0.6386,True,0,5,电钻手册|电钻手册|电钻手册,drill0_15,low
124,我的DCB101型号电钻指示灯闪烁时，这些闪烁标识代表什么含义？,我的|dcb101|型号电钻指示灯闪烁时|这些闪烁标识代表什么含义,dcb101,0.25,5,0.4565,0.397,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6801,True,0,5,电钻手册|电钻手册|电钻手册,"drill0_08|drill0_09|drill0_1
0|drill0_11|drill0_12",low
126,使用电钻时，如何安装单套无键夹头？,使用电钻时|如何安装单套无键夹头,,0.0,7,0.4552,0.356,1.0,1.0,mixed,mixed,dual_route,mixed,mixed,manual,0.743,False,2,5,电钻手册|电钻手册|电钻手册,,low
127,如果要安装和拆卸电钻的电池组，需要遵循什么步骤？,如果要安装和拆卸电钻的电池组|需要遵循什么步骤,,0.0,7,0.4162,0.3248,1.0,1.0,mixed,mixed,dual_route,mixed,mixed,manual,0.5259,False,2,5,电钻手册|电钻手册|电钻手册,,low
128,使用电钻的腰带挂钩和批头夹时，需要特别注意什么？,使用电钻的腰带挂钩和批头夹时|需要特别注意什么,,0.0,5,0.3587,0.3164,1.0,1.0,manual,manual,dual_route,manual,,manual,0.733,True,0,5,电钻手册|电钻手册|电钻手册,drill0_03|Manual11_7,low
129,购买电钻后，应配备哪些附件？,购买电钻后|应配备哪些附件,,0.0,5,0.2895,0.2808,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7629,True,0,5,电钻手册|电钻手册|电钻手册,drill0_01|drill0_02,low
130,电钻的三年有限保修包含哪些内容？,电钻的三年有限保修包含哪些内容,,0.0,8,0.3785,0.3372,1.0,1.0,mixed,service,dual_route,mixed,mixed,service,0.6356,False,4,5,电钻手册|电钻手册|电钻手册,,low
131,购买健身追踪器后，包装盒里应该有什么？,购买健身追踪器后|包装盒里应该有什么,,0.0,8,0.3952,0.4646,1.0,1.0,mixed,unknown,dual_route,mixed,mixed,service,0.5885,False,4,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,,low
132,我刚发现健身追踪器电量低，该如何正确为其充电？,我刚发现健身追踪器电量低|该如何正确为其充电,,0.0,5,0.5158,0.4965,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8472,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,Manual16_1|Manual16_2,low
133,为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？,为了让健身追踪器性能更佳|日常佩戴和运动时该将其佩戴在什么位置,,0.0,8,0.142,0.3245,1.0,1.0,mixed,unknown,dual_route,manual,,mixed,0.4795,True,4,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,,low
134,我的健身追踪器表带太紧了，该如何扣紧表带？,我的健身追踪器表带太紧了|该如何扣紧表带,,0.0,5,0.6331,0.5669,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.527,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,Manual16_6|Manual16_7|Manual16_8,low
135,我想取下健身追踪器，该如何正确拆卸表带？,我想取下健身追踪器|该如何正确拆卸表带,,0.0,5,0.6395,0.5719,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8314,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,Manual16_9|Manual16_10|Manual16_11,low
136,我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？,我听说可以操作健身追踪器的界面|具体该遵循哪些步骤,,0.0,5,0.5489,0.5154,1.0,1.0,manual,manual,dual_route,manual,,manual,0.787,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,,low
137,健身追踪器能对手机的通知实现哪些功能？,健身追踪器能对手机的通知实现哪些功能,,0.0,5,0.5835,0.5444,1.0,1.0,manual,manual,dual_route,manual,,manual,0.605,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,,low
138,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,能告诉我健身追踪器是如何追踪皮肤温度变化的吗,,0.0,5,0.6141,0.5281,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6584,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,Manual16_35|Manual16_36,low
139,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,通过运动应用|健身追踪器是如何追踪并分析我的运动情况的,通过运动应用,0.5,5,0.5891,0.5384,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6634,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,,medium
140,健身追踪器是如何测量我的心率的？,健身追踪器是如何测量我的心率的,,0.0,5,0.5699,0.5494,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.5244,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,Manual16_44,low
141,我该如何仅使用健身追踪器完成消费支付？,我该如何仅使用健身追踪器完成消费支付,,0.0,5,0.5817,0.5478,1.0,1.0,manual,manual,dual_route,manual,,manual,0.6672,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,Manual16_46|Manual16_47,low
142,使用健身追踪器时，我可能会遇到哪些问题以及该如何解决？,使用健身追踪器时|我可能会遇到哪些问题以及该如何解决,,0.0,5,0.5073,0.4971,1.0,1.0,manual,manual,dual_route,manual,,manual,0.954,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,,low
144,我想给健身追踪器设置锁屏，该如何实现？,我想给健身追踪器设置锁屏|该如何实现,,0.0,5,0.535,0.527,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8636,True,0,5,健身追踪器手册|健身追踪器手册|健身追踪器手册,,low
145,使用冰箱冰柜时需要注意什么？只需告诉我手册中的前五条。,使用冰箱冰柜时需要注意什么|只需告诉我手册中的前五条,,0.0,5,0.4534,0.3899,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8047,True,0,5,冰箱手册|冰箱手册|冰箱手册,,low
146,给冰箱连接电源时，需要做到哪些注意事项？只需告诉我手册中的前五条。,给冰箱连接电源时|需要做到哪些注意事项|只需告诉我手册中的前五条,,0.0,5,0.3725,0.3468,1.0,1.0,manual,manual,dual_route,manual,,manual,0.6767,True,0,5,冰箱手册|冰箱手册|冰箱手册,,low
153,考虑到燃油高度易燃且有毒，使用发电机时我需要注意什么？,考虑到燃油高度易燃且有毒|使用发电机时我需要注意什么,,0.0,5,0.4947,0.3739,1.0,1.0,manual,manual,dual_route,manual,,manual,0.969,True,0,5,发电机手册|发电机手册|发电机手册,generator_20|generator_21|generator_03,low
154,发电机工作后，发动机和消音器可能会发烫，这种情况下我该如何保证自身安全？,发电机工作后|发动机和消音器可能会发烫|这种情况下我该如何保证自身安全,,0.0,5,0.4989,0.4246,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.957,True,0,5,发电机手册|发电机手册|发电机手册,generator_04|Manual18_8|Manual18_9|Manual18_10|Manual18_11,low
155,日常使用中，如何防止发电机触电事故的发生？,日常使用中|如何防止发电机触电事故的发生,,0.0,5,0.3882,0.344,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8657,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_12|Manual18_13|Manual18_14|Manual18_15,low
156,需要通过发电机的燃油开关旋钮供油时，我该遵循哪些步骤？,需要通过发电机的燃油开关旋钮供油时|我该遵循哪些步骤,,0.0,5,0.4074,0.3581,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8241,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_19|Manual18_20,low
157,使用发电机时，燃油的使用前检查十分重要，该如何操作？,使用发电机时|燃油的使用前检查十分重要|该如何操作,,0.0,5,0.4467,0.362,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9727,True,0,5,发电机手册|发电机手册|发电机手册,,low
158,启动发电机发动机的前两个步骤是什么？,启动发电机发动机的前两个步骤是什么,,0.0,5,0.4618,0.4389,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9582,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_24,low
159,我需要给发电机连接交流电，该过程中如何保证自身安全？,我需要给发电机连接交流电|该过程中如何保证自身安全,,0.0,5,0.3542,0.3413,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8895,True,0,5,发电机手册|发电机手册|发电机手册,,low
160,我注意到发电机上有两种不同的开关，请为我介绍一下。,我注意到发电机上有两种不同的开关|请为我介绍一下,,0.0,5,0.3368,0.3282,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6956,True,0,5,发电机手册|发电机手册|发电机手册,,low
161,我该在哪里查找并记录发电机的标识信息？,我该在哪里查找并记录发电机的标识信息,,0.0,5,0.4185,0.3813,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8112,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_0,low
162,使用发电机的直流保护器时，我需要注意什么？,使用发电机的直流保护器时|我需要注意什么,,0.0,5,0.452,0.3884,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9786,True,0,5,发电机手册|发电机手册|发电机手册,generator_08|generator_09,low
163,使用发电机前，对发动机机油进行使用前检查十分重要，正确的步骤是什么？,使用发电机前|对发动机机油进行使用前检查十分重要|正确的步骤是什么,使用发电机前,0.3333,5,0.5666,0.5051,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9792,True,0,5,发电机手册|发电机手册|发电机手册,,low
164,根据手册说明，启动发电机发动机的最后三个步骤是什么？,根据手册说明|启动发电机发动机的最后三个步骤是什么,,0.0,5,0.4347,0.416,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9511,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_24,low
165,发电机的电池电量不足了，该如何正确充电？,发电机的电池电量不足了|该如何正确充电,,0.0,5,0.4649,0.4389,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9152,True,0,5,发电机手册|发电机手册|发电机手册,,low
166,我需要让发电机的发动机停机，告诉我该如何操作。,我需要让发电机的发动机停机|告诉我该如何操作,,0.0,5,0.4378,0.4294,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9696,True,0,5,发电机手册|发电机手册|发电机手册,generator_06,low
167,根据手册的建议，使用发电机时该如何检查火花塞？,根据手册的建议|使用发电机时该如何检查火花塞,,0.0,5,0.4195,0.3595,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9189,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_44|Manual18_45|Manual18_46|Manual18_47|Manual18_48,low
168,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,为了正确更换发电机的发动机机油|我需要遵循的前六个步骤是什么,,0.0,5,0.5085,0.4816,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9546,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_49|Manual18_50|generator_25|generator_26|Manual18_51,low
169,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,我在操作发电机空气滤清器时出现了失误|请告诉我正确的步骤,,0.0,5,0.3643,0.3293,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8669,True,0,5,发电机手册|发电机手册|发电机手册,Manual18_62|Manual18_63|Manual18_64,low
170,如果发电机的发动机无法启动，我该怎么办？,如果发电机的发动机无法启动|我该怎么办,,0.0,5,0.5265,0.4731,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8937,True,0,5,发电机手册|发电机手册|发电机手册,generator_28|generator_29|Manual18_65,low
171,我需要将发电机的燃油排空，该如何正确操作？,我需要将发电机的燃油排空|该如何正确操作,,0.0,5,0.3496,0.3426,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9672,True,0,5,发电机手册|发电机手册|发电机手册,,low
172,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,使用该发电机为对电压敏感的精密设备供电前|我需要做什么,,0.0,5,0.4307,0.3487,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7241,True,0,5,发电机手册|发电机手册|发电机手册,,low
173,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,在划船或钓鱼的场景中|拖曳速度|半滑航速度和滑航速度分别指什么|它们在技巧和应用上有何不同,拖曳速度,0.25,5,0.53,0.5076,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8014,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_1|Manual40_2|Manual40_3,low
174,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,如何在深水中登上并平衡摩托艇|确保操作的安全性和稳定性,,0.0,5,0.4,0.3525,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9429,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
175,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,在滑航速度下驾驶摩托艇转弯时|有哪些技巧能在急转弯时保证稳定性和操控性,,0.0,5,0.4244,0.4113,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9561,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_26,low
176,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,驾驶摩托艇时|有哪些技巧能在完成大椭圆转弯|绕圈和|8|字行驶动作的同时|保持操控性和稳定性,,0.0,5,0.3343,0.3251,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.914,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
177,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,在驾驶摩托艇进行中低速转弯时|如何控制油门并保持行驶的稳定性和操控性,,0.0,5,0.3657,0.3457,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9262,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
178,如何驾驶摩托艇以拖曳速度直行和转弯，保证操作的平顺性和操控性？,如何驾驶摩托艇以拖曳速度直行和转弯|保证操作的平顺性和操控性,,0.0,5,0.4791,0.4566,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9022,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
179,摩托艇全加速行驶时，如何安全平稳地将其停稳？,摩托艇全加速行驶时|如何安全平稳地将其停稳,,0.0,5,0.3566,0.3463,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.6856,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_21,low
180,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,驾驶摩托艇时|如何避免发生碰撞事故|保障自身和水上其他人员的安全,,0.0,5,0.4172,0.3604,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.808,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_0,low
181,水泵发动机安全停机的正确步骤是什么？,水泵发动机安全停机的正确步骤是什么,,0.0,5,0.4463,0.3135,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9482,True,0,5,水泵手册|水泵手册|水泵手册,pump_09|Manual31_12|Manual31_13|pump_10|Manual31_14,low
182,水泵的核心部件有哪些？,水泵的核心部件有哪些,,0.0,5,0.3908,0.3724,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8264,True,0,5,水泵手册|水泵手册|水泵手册,Manual31_4|Manual31_5,low
183,清洗油箱滤网的详细步骤是什么？,清洗油箱滤网的详细步骤是什么,,0.0,5,0.4259,0.3262,1.0,1.0,manual,manual,dual_route,manual,,manual,0.6417,True,0,5,水泵手册|发电机手册|空调手册,Manual31_32,low
184,水泵安全排放燃油的正确步骤是什么？,水泵安全排放燃油的正确步骤是什么,,0.0,5,0.4437,0.398,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8399,True,0,5,水泵手册|水泵手册|水泵手册,Manual31_41,low
185,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,水泵无法抽水的潜在原因有哪些|该如何有效诊断并解决这些问题,,0.0,5,0.4599,0.3999,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9256,True,0,5,水泵手册|水泵手册|水泵手册,,low
186,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,如何为温控器设置日期和时间|以实现精准的日程和温度控制,,0.0,5,0.3844,0.3685,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8223,True,0,5,可编程温控器手册|可编程温控器手册|可编程温控器手册,Manual36_22|Manual36_23|Manual36_24|Manual36_25|thermostat_07,low
187,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,如何调整温控器的系统和风扇运行设置|以优化供暖和制冷效果,,0.0,5,0.4168,0.3849,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8445,True,0,5,可编程温控器手册|可编程温控器手册|可编程温控器手册,Manual36_29|Manual36_30,low
188,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,如何调整温控器的程序日程|以实现高效的能源利用和温度控制,,0.0,5,0.4056,0.3729,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.727,True,0,5,可编程温控器手册|可编程温控器手册|可编程温控器手册,Manual36_31|thermostat_04,low
189,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,如何在不影响已编程日程的情况下|临时更改温控器的温度设置,,0.0,5,0.3711,0.364,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9007,True,0,5,可编程温控器手册|可编程温控器手册|可编程温控器手册,Manual36_40,low
190,当设备或系统出现警报界面时，应采取哪些操作？,当设备或系统出现警报界面时|应采取哪些操作,,0.0,5,0.1349,0.0519,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8433,True,0,5,可编程温控器手册|可编程温控器手册|烤箱手册,Manual36_42|Manual36_43|Manual36_44,low
191,针对热泵应如何修改接线，以确保连接正确且功能正常？,针对热泵应如何修改接线|以确保连接正确且功能正常,,0.0,5,0.0995,0.0851,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9104,True,0,5,水泵手册|水泵手册|水泵手册,Manual31_4|Manual31_5,low
192,如何安全更换温控器的电池，确保更换后设备功能正常？,如何安全更换温控器的电池|确保更换后设备功能正常,,0.0,5,0.3824,0.3625,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8824,True,0,5,可编程温控器手册|可编程温控器手册|可编程温控器手册,Manual36_40,low
193,当标签与端子不匹配时，应如何正确为温控器重新接线，确保连接无误？,当标签与端子不匹配时|应如何正确为温控器重新接线|确保连接无误,,0.0,5,0.377,0.3633,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7863,True,0,5,可编程温控器手册|可编程温控器手册|可编程温控器手册,Manual36_35|Manual36_36|Manual36_37,low
194,遇到温控器故障时，可采用哪些故障排除解决方案？,遇到温控器故障时|可采用哪些故障排除解决方案,,0.0,5,0.414,0.3685,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8314,True,0,5,可编程温控器手册|可编程温控器手册|可编程温控器手册,,low
195,设备或系统中构成处理器单元的关键组件或部件有哪些？,设备或系统中构成处理器单元的关键组件或部件有哪些,,0.0,5,0.0108,0.0107,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7789,True,0,5,相机手册|相机手册|相机手册,,low
196,耳机有哪些类型，以及如何更换耳塞？,耳机有哪些类型|以及如何更换耳塞,,0.0,5,0.3876,0.1187,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7655,True,0,5,VR头显手册|VR头显手册|VR头显手册,Manual38_4,low
197,为保持遮光罩的清晰度和功能性，正确的清洁步骤是什么？,为保持遮光罩的清晰度和功能性|正确的清洁步骤是什么,,0.0,5,0.2623,0.0653,1.0,1.0,manual,manual,dual_route,manual,,manual,0.6751,True,0,5,VR头显手册|VR头显手册|电钻手册,Manual38_5,low
198,为确保安全且最佳的使用效果，游玩区域的推荐尺寸是多少？,为确保安全且最佳的使用效果|游玩区域的推荐尺寸是多少,,0.0,4,0.3737,0.3687,1.0,1.0,service,manual,dual_route,service,service,manual,0.6666,False,4,0,,,low
199,使用和操作VR头显时应采取哪些安全预防措施，以确保用户安全和设备使用寿命？,使用和操作|vr|头显时应采取哪些安全预防措施|以确保用户安全和设备使用寿命,vr,0.25,5,0.5259,0.5125,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9036,True,0,5,VR头显手册|VR头显手册|VR头显手册,,low
200,功能键盘的保修政策通常包含哪些内容，又不包含哪些内容？,功能键盘的保修政策通常包含哪些内容|又不包含哪些内容,,0.0,8,0.3846,0.4047,1.0,1.0,mixed,mixed,dual_route,mixed,mixed,service,0.5827,False,4,5,功能键盘手册|功能键盘手册|功能键盘手册,,low
201,功能键盘的保修政策中，损害赔偿的除外责任或免责声明通常是什么？,功能键盘的保修政策中|损害赔偿的除外责任或免责声明通常是什么,,0.0,8,0.3968,0.3993,1.0,1.0,mixed,mixed,dual_route,mixed,mixed,service,0.6051,False,4,5,功能键盘手册|功能键盘手册|功能键盘手册,,low
202,如何设置功能键盘？,如何设置功能键盘,,0.0,5,0.5636,0.5559,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9409,True,0,5,功能键盘手册|功能键盘手册|功能键盘手册,"Manual2
1_2",low
203,如何拆卸和重新安装功能键盘的轴体？,如何拆卸和重新安装功能键盘的轴体,,0.0,7,0.4138,0.46,1.0,1.0,mixed,mixed,dual_route,mixed,mixed,manual,0.8894,False,2,5,功能键盘手册|功能键盘手册|功能键盘手册,,low
204,如何将功能键盘搭配CAM软件使用？,如何将功能键盘搭配|cam|软件使用,cam,0.3333,5,0.649,0.5355,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8884,True,0,5,功能键盘手册|功能键盘手册|功能键盘手册,,medium
